...1,Ungulate Latin Name,Avg species weight (kg),Avg species shoulder height (cm),Ruminant/non-ruminant,Researcher,Ungulate Family,Ungulate Common Name,Binned season,Year started,Year ended,Plant Reported Family,Plant Reported Name,% Contribution to Diet,Data type,Binned units,Binned method,Total sample size,Binned total sample size units,Latitude 1,Longitude 1,Latitude 2,Longitude 2,Reported Study Site Location,Country,Biome,Citation (abrv),Latitude 1 Decimal,Longitude 1 Decimal,Latitude 2 Decimal,Longitude 2 Decimal,Latitude_Average,Longitude_Average,point_type
13491,Moschus moschiferus,14.5,53.5,Ruminant,diego_f,Moschidae,Siberian Musk Deer,winter,2004,2005,Dryopteridaceae,Dryopteris crassirhizoma,1,proportion,percent composition in diet,fecal microhistology,84,fecal samples (composite or unstated),46°02' N,128°45' E,46°12' N,129°09' E,Xiaoxing'an Mountains,China,temperate forest,Jianping et al. 2007,128,46,129,46,NA,NA,NA
13492,Moschus moschiferus,14.5,53.5,Ruminant,diego_f,Moschidae,Siberian Musk Deer,winter,2004,2005,Ulmaceae,Ulmus macrocarpa,1,proportion,percent composition in diet,fecal microhistology,84,fecal samples (composite or unstated),46°02' N,128°45' E,46°12' N,129°09' E,Xiaoxing'an Mountains,China,temperate forest,Jianping et al. 2007,128,46,129,46,NA,NA,NA
13493,Moschus moschiferus,14.5,53.5,Ruminant,diego_f,Moschidae,Siberian Musk Deer,winter,2004,2005,Ulmaceae,Ulmus japonica,1,proportion,percent composition in diet,fecal microhistology,84,fecal samples (composite or unstated),46°02' N,128°45' E,46°12' N,129°09' E,Xiaoxing'an Mountains,China,temperate forest,Jianping et al. 2007,128,46,129,46,NA,NA,NA
13494,Moschus moschiferus,14.5,53.5,Ruminant,diego_f,Moschidae,Siberian Musk Deer,winter,2004,2005,Ericaceae,Rhododendron dauricum,39.57,proportion,percent composition in diet,fecal microhistology,84,fecal samples (composite or unstated),46°02' N,128°45' E,46°12' N,129°09' E,Xiaoxing'an Mountains,China,temperate forest,Jianping et al. 2007,128,46,129,46,NA,NA,NA
13495,Moschus moschiferus,14.5,53.5,Ruminant,diego_f,Moschidae,Siberian Musk Deer,winter,2004,2005,Fagaceae,Quercus mongolica,2.58,proportion,percent composition in diet,fecal microhistology,84,fecal samples (composite or unstated),46°02' N,128°45' E,46°12' N,129°09' E,Xiaoxing'an Mountains,China,temperate forest,Jianping et al. 2007,128,46,129,46,NA,NA,NA
13496,Moschus moschiferus,14.5,53.5,Ruminant,diego_f,Moschidae,Siberian Musk Deer,winter,2004,2005,Malvaceae,Tilia amurensis,1.39,proportion,percent composition in diet,fecal microhistology,84,fecal samples (composite or unstated),46°02' N,128°45' E,46°12' N,129°09' E,Xiaoxing'an Mountains,China,temperate forest,Jianping et al. 2007,128,46,129,46,NA,NA,NA
13497,Moschus moschiferus,14.5,53.5,Ruminant,diego_f,Moschidae,Siberian Musk Deer,winter,2004,2005,Malvaceae,Tilia mandshurica,1.18,proportion,percent composition in diet,fecal microhistology,84,fecal samples (composite or unstated),46°02' N,128°45' E,46°12' N,129°09' E,Xiaoxing'an Mountains,China,temperate forest,Jianping et al. 2007,128,46,129,46,NA,NA,NA
13498,Moschus moschiferus,14.5,53.5,Ruminant,diego_f,Moschidae,Siberian Musk Deer,winter,2004,2005,Sapindaceae,Acer mono,6.02,proportion,percent composition in diet,fecal microhistology,84,fecal samples (composite or unstated),46°02' N,128°45' E,46°12' N,129°09' E,Xiaoxing'an Mountains,China,temperate forest,Jianping et al. 2007,128,46,129,46,NA,NA,NA
13499,Moschus moschiferus,14.5,53.5,Ruminant,diego_f,Moschidae,Siberian Musk Deer,winter,2004,2005,Sapindaceae,Acer ginnala,2.01,proportion,percent composition in diet,fecal microhistology,84,fecal samples (composite or unstated),46°02' N,128°45' E,46°12' N,129°09' E,Xiaoxing'an Mountains,China,temperate forest,Jianping et al. 2007,128,46,129,46,NA,NA,NA
13500,Moschus moschiferus,14.5,53.5,Ruminant,diego_f,Moschidae,Siberian Musk Deer,winter,2004,2005,Hydrangeaceae,Deutzia glabatta,4.63,proportion,percent composition in diet,fecal microhistology,84,fecal samples (composite or unstated),46°02' N,128°45' E,46°12' N,129°09' E,Xiaoxing'an Mountains,China,temperate forest,Jianping et al. 2007,128,46,129,46,NA,NA,NA
13501,Moschus moschiferus,14.5,53.5,Ruminant,diego_f,Moschidae,Siberian Musk Deer,winter,2004,2005,Araliaceae,Acanthopanax senticosus,2.87,proportion,percent composition in diet,fecal microhistology,84,fecal samples (composite or unstated),46°02' N,128°45' E,46°12' N,129°09' E,Xiaoxing'an Mountains,China,temperate forest,Jianping et al. 2007,128,46,129,46,NA,NA,NA
13502,Moschus moschiferus,14.5,53.5,Ruminant,diego_f,Moschidae,Siberian Musk Deer,winter,2004,2005,Salicaceae,Populus usuriensis,2.87,proportion,percent composition in diet,fecal microhistology,84,fecal samples (composite or unstated),46°02' N,128°45' E,46°12' N,129°09' E,Xiaoxing'an Mountains,China,temperate forest,Jianping et al. 2007,128,46,129,46,NA,NA,NA
13503,Moschus moschiferus,14.5,53.5,Ruminant,diego_f,Moschidae,Siberian Musk Deer,winter,2004,2005,Fabaceae,Lespedeza bicolor,2.13,proportion,percent composition in diet,fecal microhistology,84,fecal samples (composite or unstated),46°02' N,128°45' E,46°12' N,129°09' E,Xiaoxing'an Mountains,China,temperate forest,Jianping et al. 2007,128,46,129,46,NA,NA,NA
13504,Moschus moschiferus,14.5,53.5,Ruminant,diego_f,Moschidae,Siberian Musk Deer,winter,2004,2005,Fabaceae,Maackia amurensis,1.15,proportion,percent composition in diet,fecal microhistology,84,fecal samples (composite or unstated),46°02' N,128°45' E,46°12' N,129°09' E,Xiaoxing'an Mountains,China,temperate forest,Jianping et al. 2007,128,46,129,46,NA,NA,NA
13505,Moschus moschiferus,14.5,53.5,Ruminant,diego_f,Moschidae,Siberian Musk Deer,winter,2004,2005,Oleaceae,Fraxinus mandshurica,1,proportion,percent composition in diet,fecal microhistology,84,fecal samples (composite or unstated),46°02' N,128°45' E,46°12' N,129°09' E,Xiaoxing'an Mountains,China,temperate forest,Jianping et al. 2007,128,46,129,46,NA,NA,NA
13506,Moschus moschiferus,14.5,53.5,Ruminant,diego_f,Moschidae,Siberian Musk Deer,winter,2004,2005,Adoxaceae,Viburnum sargentii,1,proportion,percent composition in diet,fecal microhistology,84,fecal samples (composite or unstated),46°02' N,128°45' E,46°12' N,129°09' E,Xiaoxing'an Mountains,China,temperate forest,Jianping et al. 2007,128,46,129,46,NA,NA,NA
13507,Moschus moschiferus,14.5,53.5,Ruminant,diego_f,Moschidae,Siberian Musk Deer,winter,2004,2005,Rosaceaev,Spiraea salicifolia,1,proportion,percent composition in diet,fecal microhistology,84,fecal samples (composite or unstated),46°02' N,128°45' E,46°12' N,129°09' E,Xiaoxing'an Mountains,China,temperate forest,Jianping et al. 2007,128,46,129,46,NA,NA,NA
13508,Moschus moschiferus,14.5,53.5,Ruminant,diego_f,Moschidae,Siberian Musk Deer,winter,2004,2005,Betulaceae,Betula costaat,4.01,proportion,percent composition in diet,fecal microhistology,84,fecal samples (composite or unstated),46°02' N,128°45' E,46°12' N,129°09' E,Xiaoxing'an Mountains,China,temperate forest,Jianping et al. 2007,128,46,129,46,NA,NA,NA
13509,Moschus moschiferus,14.5,53.5,Ruminant,diego_f,Moschidae,Siberian Musk Deer,winter,2004,2005,Schisandraceae,Schisandra reticulate,1.88,proportion,percent composition in diet,fecal microhistology,84,fecal samples (composite or unstated),46°02' N,128°45' E,46°12' N,129°09' E,Xiaoxing'an Mountains,China,temperate forest,Jianping et al. 2007,128,46,129,46,NA,NA,NA
13510,Moschus moschiferus,14.5,53.5,Ruminant,diego_f,Moschidae,Siberian Musk Deer,winter,2004,2005,Pinaceae,Pinus koraiensis,1.43,proportion,percent composition in diet,fecal microhistology,84,fecal samples (composite or unstated),46°02' N,128°45' E,46°12' N,129°09' E,Xiaoxing'an Mountains,China,temperate forest,Jianping et al. 2007,128,46,129,46,NA,NA,NA
13511,Moschus moschiferus,14.5,53.5,Ruminant,diego_f,Moschidae,Siberian Musk Deer,winter,2004,2005,Pinaceae,Picea jezoensi,3.15,proportion,percent composition in diet,fecal microhistology,84,fecal samples (composite or unstated),46°02' N,128°45' E,46°12' N,129°09' E,Xiaoxing'an Mountains,China,temperate forest,Jianping et al. 2007,128,46,129,46,NA,NA,NA
13512,Moschus moschiferus,14.5,53.5,Ruminant,diego_f,Moschidae,Siberian Musk Deer,winter,2004,2005,Berberidaceae,Caulophyllum robustum,1.43,proportion,percent composition in diet,fecal microhistology,84,fecal samples (composite or unstated),46°02' N,128°45' E,46°12' N,129°09' E,Xiaoxing'an Mountains,China,temperate forest,Jianping et al. 2007,128,46,129,46,NA,NA,NA
13513,Moschus moschiferus,14.5,53.5,Ruminant,diego_f,Moschidae,Siberian Musk Deer,winter,2004,2005,Asteraceae,Artemisia stolonifera,1,proportion,percent composition in diet,fecal microhistology,84,fecal samples (composite or unstated),46°02' N,128°45' E,46°12' N,129°09' E,Xiaoxing'an Mountains,China,temperate forest,Jianping et al. 2007,128,46,129,46,NA,NA,NA
13514,Moschus moschiferus,14.5,53.5,Ruminant,diego_f,Moschidae,Siberian Musk Deer,winter,2004,2005,Cyperaceae,Carex callitrichos,7.74,proportion,percent composition in diet,fecal microhistology,84,fecal samples (composite or unstated),46°02' N,128°45' E,46°12' N,129°09' E,Xiaoxing'an Mountains,China,temperate forest,Jianping et al. 2007,128,46,129,46,NA,NA,NA
13515,Moschus moschiferus,14.5,53.5,Ruminant,diego_f,Moschidae,Siberian Musk Deer,winter,2004,2005,Woodsiaceae,Woodsia ilvensis,1,proportion,percent composition in diet,fecal microhistology,84,fecal samples (composite or unstated),46°02' N,128°45' E,46°12' N,129°09' E,Xiaoxing'an Mountains,China,temperate forest,Jianping et al. 2007,128,46,129,46,NA,NA,NA
13516,Moschus moschiferus,14.5,53.5,Ruminant,diego_f,Moschidae,Siberian Musk Deer,winter,2004,2005,Athyriaceae,Athyrium multidentatum,1,proportion,percent composition in diet,fecal microhistology,84,fecal samples (composite or unstated),46°02' N,128°45' E,46°12' N,129°09' E,Xiaoxing'an Mountains,China,temperate forest,Jianping et al. 2007,128,46,129,46,NA,NA,NA
13517,Moschus moschiferus,14.5,53.5,Ruminant,diego_f,Moschidae,Siberian Musk Deer,winter,2004,2005,Cystopteridaceae,Gymnocarpium disjunctum,1,proportion,percent composition in diet,fecal microhistology,84,fecal samples (composite or unstated),46°02' N,128°45' E,46°12' N,129°09' E,Xiaoxing'an Mountains,China,temperate forest,Jianping et al. 2007,128,46,129,46,NA,NA,NA
13518,Moschus moschiferus,14.5,53.5,Ruminant,diego_f,Moschidae,Siberian Musk Deer,winter,2004,2005,Dryopteridaceae,Dryopteris crassirhizoma,1,proportion,percent composition in diet,fecal microhistology,84,fecal samples (composite or unstated),46°02' N,128°45' E,46°12' N,129°09' E,Xiaoxing'an Mountains,China,temperate forest,Jianping et al. 2007,128,46,129,46,NA,NA,NA
13519,Moschus moschiferus,14.5,53.5,Ruminant,diego_f,Moschidae,Siberian Musk Deer,winter,2004,2005,Brachytheciaceae,Brachythecium rutabulum,1.23,proportion,percent composition in diet,fecal microhistology,84,fecal samples (composite or unstated),46°02' N,128°45' E,46°12' N,129°09' E,Xiaoxing'an Mountains,China,temperate forest,Jianping et al. 2007,128,46,129,46,NA,NA,NA
14089,Naemorhedus goral,39,77.5,Ruminant,kyra_n,Bovidae,Gray goral,wet,1996,1997,NA,Paspalum longifolium Roxb.,35.9,frequency,percent frequency,fecal microhistology,60,fecal samples (composite or unstated),19°45'N,98°45'E,17°17',98°27',Om Koi Wildlife Sanctuary,Thailand,temperate forest,Chaiyarat et al. 1999,17.28333333,19,98.45,98,57.86666667,NA,Averaged Location
14090,Naemorhedus goral,39,77.5,Ruminant,kyra_n,Bovidae,Gray goral,wet,1996,1997,NA,Gramineae,20.51,frequency,percent frequency,fecal microhistology,60,fecal samples (composite or unstated),19°45'N,98°45'E,17°17',98°27',Om Koi Wildlife Sanctuary,Thailand,temperate forest,Chaiyarat et al. 1999,17.28333333,19,98.45,98,57.86666667,NA,Averaged Location
14091,Naemorhedus goral,39,77.5,Ruminant,kyra_n,Bovidae,Gray goral,wet,1996,1997,NA,Heteropogon contortus Beauv. ex Roem. et Schult.,12.82,frequency,percent frequency,fecal microhistology,60,fecal samples (composite or unstated),19°45'N,98°45'E,17°17',98°27',Om Koi Wildlife Sanctuary,Thailand,temperate forest,Chaiyarat et al. 1999,17.28333333,19,98.45,98,57.86666667,NA,Averaged Location
14092,Naemorhedus goral,39,77.5,Ruminant,kyra_n,Bovidae,Gray goral,wet,1996,1997,NA,Thysanolaena maxima Ktze.,5.13,frequency,percent frequency,fecal microhistology,60,fecal samples (composite or unstated),19°45'N,98°45'E,17°17',98°27',Om Koi Wildlife Sanctuary,Thailand,temperate forest,Chaiyarat et al. 1999,17.28333333,19,98.45,98,57.86666667,NA,Averaged Location
14093,Naemorhedus goral,39,77.5,Ruminant,kyra_n,Bovidae,Gray goral,wet,1996,1997,NA,Cyperus esculentus Linn.,5.13,frequency,percent frequency,fecal microhistology,60,fecal samples (composite or unstated),19°45'N,98°45'E,17°17',98°27',Om Koi Wildlife Sanctuary,Thailand,temperate forest,Chaiyarat et al. 1999,17.28333333,19,98.45,98,57.86666667,NA,Averaged Location
14094,Naemorhedus goral,39,77.5,Ruminant,kyra_n,Bovidae,Gray goral,wet,1996,1997,NA,Zebrina pendula Schnizl.,3.85,frequency,percent frequency,fecal microhistology,60,fecal samples (composite or unstated),19°45'N,98°45'E,17°17',98°27',Om Koi Wildlife Sanctuary,Thailand,temperate forest,Chaiyarat et al. 1999,17.28333333,19,98.45,98,57.86666667,NA,Averaged Location
14095,Naemorhedus goral,39,77.5,Ruminant,kyra_n,Bovidae,Gray goral,wet,1996,1997,NA,Eulalia siamensis Bor,3.85,frequency,percent frequency,fecal microhistology,60,fecal samples (composite or unstated),19°45'N,98°45'E,17°17',98°27',Om Koi Wildlife Sanctuary,Thailand,temperate forest,Chaiyarat et al. 1999,17.28333333,19,98.45,98,57.86666667,NA,Averaged Location
14096,Naemorhedus goral,39,77.5,Ruminant,kyra_n,Bovidae,Gray goral,wet,1996,1997,NA,Orchidaceae,3.85,frequency,percent frequency,fecal microhistology,60,fecal samples (composite or unstated),19°45'N,98°45'E,17°17',98°27',Om Koi Wildlife Sanctuary,Thailand,temperate forest,Chaiyarat et al. 1999,17.28333333,19,98.45,98,57.86666667,NA,Averaged Location
14097,Naemorhedus goral,39,77.5,Ruminant,kyra_n,Bovidae,Gray goral,wet,1996,1997,NA,Setaria palmifolia Stapf,2.56,frequency,percent frequency,fecal microhistology,60,fecal samples (composite or unstated),19°45'N,98°45'E,17°17',98°27',Om Koi Wildlife Sanctuary,Thailand,temperate forest,Chaiyarat et al. 1999,17.28333333,19,98.45,98,57.86666667,NA,Averaged Location
14098,Naemorhedus goral,39,77.5,Ruminant,kyra_n,Bovidae,Gray goral,wet,1996,1997,NA,Saccharum spontaneum Linn.,2.56,frequency,percent frequency,fecal microhistology,60,fecal samples (composite or unstated),19°45'N,98°45'E,17°17',98°27',Om Koi Wildlife Sanctuary,Thailand,temperate forest,Chaiyarat et al. 1999,17.28333333,19,98.45,98,57.86666667,NA,Averaged Location
14099,Naemorhedus goral,39,77.5,Ruminant,kyra_n,Bovidae,Gray goral,wet,1996,1997,NA,Imperata cylindrica Beauv.,2.5,frequency,percent frequency,fecal microhistology,60,fecal samples (composite or unstated),19°45'N,98°45'E,17°17',98°27',Om Koi Wildlife Sanctuary,Thailand,temperate forest,Chaiyarat et al. 1999,17.28333333,19,98.45,98,57.86666667,NA,Averaged Location
14100,Naemorhedus goral,39,77.5,Ruminant,kyra_n,Bovidae,Gray goral,wet,1996,1997,NA,Ageratum conyzoides Linn.,1.28,frequency,percent frequency,fecal microhistology,60,fecal samples (composite or unstated),19°45'N,98°45'E,17°17',98°27',Om Koi Wildlife Sanctuary,Thailand,temperate forest,Chaiyarat et al. 1999,17.28333333,19,98.45,98,57.86666667,NA,Averaged Location
14101,Naemorhedus goral,39,77.5,Ruminant,kyra_n,Bovidae,Gray goral,wet,1996,1997,NA,Unknown,0,frequency,percent frequency,fecal microhistology,60,fecal samples (composite or unstated),19°45'N,98°45'E,17°17',98°27',Om Koi Wildlife Sanctuary,Thailand,temperate forest,Chaiyarat et al. 1999,17.28333333,19,98.45,98,57.86666667,NA,Averaged Location
14102,Naemorhedus goral,39,77.5,Ruminant,kyra_n,Bovidae,Gray goral,wet,1996,1997,NA,Heracleum burmanicum Kurz,0,frequency,percent frequency,fecal microhistology,60,fecal samples (composite or unstated),19°45'N,98°45'E,17°17',98°27',Om Koi Wildlife Sanctuary,Thailand,temperate forest,Chaiyarat et al. 1999,17.28333333,19,98.45,98,57.86666667,NA,Averaged Location
14103,Naemorhedus goral,39,77.5,Ruminant,kyra_n,Bovidae,Gray goral,dry,1996,1997,NA,Paspalum longifolium Roxb.,31.4,frequency,percent frequency,fecal microhistology,60,fecal samples (composite or unstated),19°45'N,98°45'E,17°17',98°27',Om Koi Wildlife Sanctuary,Thailand,temperate forest,Chaiyarat et al. 1999,17.28333333,19,98.45,98,57.86666667,NA,Averaged Location
14104,Naemorhedus goral,39,77.5,Ruminant,kyra_n,Bovidae,Gray goral,dry,1996,1997,NA,Gramineae,8.14,frequency,percent frequency,fecal microhistology,60,fecal samples (composite or unstated),19°45'N,98°45'E,17°17',98°27',Om Koi Wildlife Sanctuary,Thailand,temperate forest,Chaiyarat et al. 1999,17.28333333,19,98.45,98,57.86666667,NA,Averaged Location
14105,Naemorhedus goral,39,77.5,Ruminant,kyra_n,Bovidae,Gray goral,dry,1996,1997,NA,Heteropogon contortus Beauv. ex Roem. et Schult.,8.14,frequency,percent frequency,fecal microhistology,60,fecal samples (composite or unstated),19°45'N,98°45'E,17°17',98°27',Om Koi Wildlife Sanctuary,Thailand,temperate forest,Chaiyarat et al. 1999,17.28333333,19,98.45,98,57.86666667,NA,Averaged Location
14106,Naemorhedus goral,39,77.5,Ruminant,kyra_n,Bovidae,Gray goral,dry,1996,1997,NA,Thysanolaena maxima Ktze.,5.81,frequency,percent frequency,fecal microhistology,60,fecal samples (composite or unstated),19°45'N,98°45'E,17°17',98°27',Om Koi Wildlife Sanctuary,Thailand,temperate forest,Chaiyarat et al. 1999,17.28333333,19,98.45,98,57.86666667,NA,Averaged Location
14107,Naemorhedus goral,39,77.5,Ruminant,kyra_n,Bovidae,Gray goral,dry,1996,1997,NA,Cyperus esculentus Linn.,5.81,frequency,percent frequency,fecal microhistology,60,fecal samples (composite or unstated),19°45'N,98°45'E,17°17',98°27',Om Koi Wildlife Sanctuary,Thailand,temperate forest,Chaiyarat et al. 1999,17.28333333,19,98.45,98,57.86666667,NA,Averaged Location
14108,Naemorhedus goral,39,77.5,Ruminant,kyra_n,Bovidae,Gray goral,dry,1996,1997,NA,Zebrina pendula Schnizl.,18.6,frequency,percent frequency,fecal microhistology,60,fecal samples (composite or unstated),19°45'N,98°45'E,17°17',98°27',Om Koi Wildlife Sanctuary,Thailand,temperate forest,Chaiyarat et al. 1999,17.28333333,19,98.45,98,57.86666667,NA,Averaged Location
14109,Naemorhedus goral,39,77.5,Ruminant,kyra_n,Bovidae,Gray goral,dry,1996,1997,NA,Eulalia siamensis Bor,3.49,frequency,percent frequency,fecal microhistology,60,fecal samples (composite or unstated),19°45'N,98°45'E,17°17',98°27',Om Koi Wildlife Sanctuary,Thailand,temperate forest,Chaiyarat et al. 1999,17.28333333,19,98.45,98,57.86666667,NA,Averaged Location
14110,Naemorhedus goral,39,77.5,Ruminant,kyra_n,Bovidae,Gray goral,dry,1996,1997,NA,Orchidaceae,3.49,frequency,percent frequency,fecal microhistology,60,fecal samples (composite or unstated),19°45'N,98°45'E,17°17',98°27',Om Koi Wildlife Sanctuary,Thailand,temperate forest,Chaiyarat et al. 1999,17.28333333,19,98.45,98,57.86666667,NA,Averaged Location
14111,Naemorhedus goral,39,77.5,Ruminant,kyra_n,Bovidae,Gray goral,dry,1996,1997,NA,Setaria palmifolia Stapf,1.16,frequency,percent frequency,fecal microhistology,60,fecal samples (composite or unstated),19°45'N,98°45'E,17°17',98°27',Om Koi Wildlife Sanctuary,Thailand,temperate forest,Chaiyarat et al. 1999,17.28333333,19,98.45,98,57.86666667,NA,Averaged Location
14112,Naemorhedus goral,39,77.5,Ruminant,kyra_n,Bovidae,Gray goral,dry,1996,1997,NA,Saccharum spontaneum Linn.,1.16,frequency,percent frequency,fecal microhistology,60,fecal samples (composite or unstated),19°45'N,98°45'E,17°17',98°27',Om Koi Wildlife Sanctuary,Thailand,temperate forest,Chaiyarat et al. 1999,17.28333333,19,98.45,98,57.86666667,NA,Averaged Location
14113,Naemorhedus goral,39,77.5,Ruminant,kyra_n,Bovidae,Gray goral,dry,1996,1997,NA,Imperata cylindrica Beauv.,0,frequency,percent frequency,fecal microhistology,60,fecal samples (composite or unstated),19°45'N,98°45'E,17°17',98°27',Om Koi Wildlife Sanctuary,Thailand,temperate forest,Chaiyarat et al. 1999,17.28333333,19,98.45,98,57.86666667,NA,Averaged Location
14114,Naemorhedus goral,39,77.5,Ruminant,kyra_n,Bovidae,Gray goral,dry,1996,1997,NA,Ageratum conyzoides Linn.,5.81,frequency,percent frequency,fecal microhistology,60,fecal samples (composite or unstated),19°45'N,98°45'E,17°17',98°27',Om Koi Wildlife Sanctuary,Thailand,temperate forest,Chaiyarat et al. 1999,17.28333333,19,98.45,98,57.86666667,NA,Averaged Location
14115,Naemorhedus goral,39,77.5,Ruminant,kyra_n,Bovidae,Gray goral,dry,1996,1997,NA,Unknown,4.65,frequency,percent frequency,fecal microhistology,60,fecal samples (composite or unstated),19°45'N,98°45'E,17°17',98°27',Om Koi Wildlife Sanctuary,Thailand,temperate forest,Chaiyarat et al. 1999,17.28333333,19,98.45,98,57.86666667,NA,Averaged Location
14116,Naemorhedus goral,39,77.5,Ruminant,kyra_n,Bovidae,Gray goral,dry,1996,1997,NA,Heracleum burmanicum Kurz,2.33,frequency,percent frequency,fecal microhistology,60,fecal samples (composite or unstated),19°45'N,98°45'E,17°17',98°27',Om Koi Wildlife Sanctuary,Thailand,temperate forest,Chaiyarat et al. 1999,17.28333333,19,98.45,98,57.86666667,NA,Averaged Location
14342,Odocoileus hemionus,110,100,Ruminant,melissa_c,Cervidae,Mule deer,summer,1998,1998,Forbs,Forbs,NA,proportion,NA,fecal microhistology,15,NA,42 N,115.3 W,,,Summer Range in the Jarbidge Mountains of northeastern Nevada,United States,woodland,Beck and Peek (2005),41.3,42,-115,-115.3,NA,NA,NA
14343,Odocoileus hemionus,110,100,Ruminant,melissa_c,Cervidae,Mule deer,summer,1998,1998,NA,Balsamorhiza sagittata,3,proportion,NA,fecal microhistology,15,NA,42 N,115.3 W,,,Summer Range in the Jarbidge Mountains of northeastern Nevada,United States,woodland,Beck and Peek (2005),41.3,42,-115,-115.3,NA,NA,NA
14344,Odocoileus hemionus,110,100,Ruminant,melissa_c,Cervidae,Mule deer,summer,1998,1998,NA,Lupinus spp.,48,proportion,NA,fecal microhistology,15,NA,42 N,115.3 W,,,Summer Range in the Jarbidge Mountains of northeastern Nevada,United States,woodland,Beck and Peek (2005),41.3,42,-115,-115.3,NA,NA,NA
14345,Odocoileus hemionus,110,100,Ruminant,melissa_c,Cervidae,Mule deer,summer,1998,1998,Grasses,Grasses,NA,proportion,NA,fecal microhistology,15,NA,42 N,115.3 W,,,Summer Range in the Jarbidge Mountains of northeastern Nevada,United States,woodland,Beck and Peek (2005),41.3,42,-115,-115.3,NA,NA,NA
14346,Odocoileus hemionus,110,100,Ruminant,melissa_c,Cervidae,Mule deer,summer,1998,1998,NA,Achnatherum spp.,0,proportion,NA,fecal microhistology,15,NA,42 N,115.3 W,,,Summer Range in the Jarbidge Mountains of northeastern Nevada,United States,woodland,Beck and Peek (2005),41.3,42,-115,-115.3,NA,NA,NA
14347,Odocoileus hemionus,110,100,Ruminant,melissa_c,Cervidae,Mule deer,summer,1998,1998,NA,Bromus marginatus,<1,proportion,NA,fecal microhistology,15,NA,42 N,115.3 W,,,Summer Range in the Jarbidge Mountains of northeastern Nevada,United States,woodland,Beck and Peek (2005),41.3,42,-115,-115.3,NA,NA,NA
14348,Odocoileus hemionus,110,100,Ruminant,melissa_c,Cervidae,Mule deer,summer,1998,1998,NA,Festuca idahoensis,1,proportion,NA,fecal microhistology,15,NA,42 N,115.3 W,,,Summer Range in the Jarbidge Mountains of northeastern Nevada,United States,woodland,Beck and Peek (2005),41.3,42,-115,-115.3,NA,NA,NA
14349,Odocoileus hemionus,110,100,Ruminant,melissa_c,Cervidae,Mule deer,summer,1998,1998,NA,Poa pratensis,0,proportion,NA,fecal microhistology,15,NA,42 N,115.3 W,,,Summer Range in the Jarbidge Mountains of northeastern Nevada,United States,woodland,Beck and Peek (2005),41.3,42,-115,-115.3,NA,NA,NA
14350,Odocoileus hemionus,110,100,Ruminant,melissa_c,Cervidae,Mule deer,summer,1998,1998,NA,Poa secunda,1,proportion,NA,fecal microhistology,15,NA,42 N,115.3 W,,,Summer Range in the Jarbidge Mountains of northeastern Nevada,United States,woodland,Beck and Peek (2005),41.3,42,-115,-115.3,NA,NA,NA
14351,Odocoileus hemionus,110,100,Ruminant,melissa_c,Cervidae,Mule deer,summer,1998,1998,NA,Pseudoroegneria spicata,2,proportion,NA,fecal microhistology,15,NA,42 N,115.3 W,,,Summer Range in the Jarbidge Mountains of northeastern Nevada,United States,woodland,Beck and Peek (2005),41.3,42,-115,-115.3,NA,NA,NA
14352,Odocoileus hemionus,110,100,Ruminant,melissa_c,Cervidae,Mule deer,summer,1998,1998,Woody browse,NA,NA,proportion,NA,fecal microhistology,15,NA,42 N,115.3 W,,,Summer Range in the Jarbidge Mountains of northeastern Nevada,United States,woodland,Beck and Peek (2005),41.3,42,-115,-115.3,NA,NA,NA
14353,Odocoileus hemionus,110,100,Ruminant,melissa_c,Cervidae,Mule deer,summer,1998,1998,NA,Ceanothus velutinus,4,proportion,NA,fecal microhistology,15,NA,42 N,115.3 W,,,Summer Range in the Jarbidge Mountains of northeastern Nevada,United States,woodland,Beck and Peek (2005),41.3,42,-115,-115.3,NA,NA,NA
14354,Odocoileus hemionus,110,100,Ruminant,melissa_c,Cervidae,Mule deer,summer,1998,1998,NA,Cercocarpus ledifolius,8,proportion,NA,fecal microhistology,15,NA,42 N,115.3 W,,,Summer Range in the Jarbidge Mountains of northeastern Nevada,United States,woodland,Beck and Peek (2005),41.3,42,-115,-115.3,NA,NA,NA
14355,Odocoileus hemionus,110,100,Ruminant,melissa_c,Cervidae,Mule deer,summer,1998,1998,NA,Populus tremuloides,0,proportion,NA,fecal microhistology,15,NA,42 N,115.3 W,,,Summer Range in the Jarbidge Mountains of northeastern Nevada,United States,woodland,Beck and Peek (2005),41.3,42,-115,-115.3,NA,NA,NA
14356,Odocoileus hemionus,110,100,Ruminant,melissa_c,Cervidae,Mule deer,summer,1998,1998,NA,Symphoricarpos oreophilus,0,proportion,NA,fecal microhistology,15,NA,42 N,115.3 W,,,Summer Range in the Jarbidge Mountains of northeastern Nevada,United States,woodland,Beck and Peek (2005),41.3,42,-115,-115.3,NA,NA,NA
14357,Odocoileus hemionus,110,100,Ruminant,melissa_c,Cervidae,Mule deer,summer,1999,1999,Forbs,Forbs,NA,proportion,NA,fecal microhistology,27,NA,42 N,115.3 W,,,Summer Range in the Jarbidge Mountains of northeastern Nevada,United States,woodland,Beck and Peek (2005),41.3,42,-115,-115.3,NA,NA,NA
