...1,Ungulate Latin Name,Avg species weight (kg),Avg species shoulder height (cm),Ruminant/non-ruminant,Researcher,Ungulate Family,Ungulate Common Name,Binned season,Year started,Year ended,Plant Reported Family,Plant Reported Name,% Contribution to Diet,Data type,Binned units,Binned method,Total sample size,Binned total sample size units,Latitude 1,Longitude 1,Latitude 2,Longitude 2,Reported Study Site Location,Country,Biome,Citation (abrv),Latitude 1 Decimal,Longitude 1 Decimal,Latitude 2 Decimal,Longitude 2 Decimal,Latitude_Average,Longitude_Average,point_type
13419,Moschus moschiferus,14.5,53.5,Ruminant,diego_f,Moschidae,Siberian Musk Deer,winter,2004,2005,Sapindaceae,Acer mono,5.25,proportion,percent composition in diet,fecal microhistology,84,fecal samples (composite or unstated),46°02' N,128°45' E,46°12' N,129°09' E,Xiaoxing'an Mountains,China,temperate forest,Jianping et al. 2007,128,46,129,46,NA,NA,NA
13420,Moschus moschiferus,14.5,53.5,Ruminant,diego_f,Moschidae,Siberian Musk Deer,winter,2004,2005,Hydrangeaceae,Deutzia glabatta,7.75,proportion,percent composition in diet,fecal microhistology,84,fecal samples (composite or unstated),46°02' N,128°45' E,46°12' N,129°09' E,Xiaoxing'an Mountains,China,temperate forest,Jianping et al. 2007,128,46,129,46,NA,NA,NA
13421,Moschus moschiferus,14.5,53.5,Ruminant,diego_f,Moschidae,Siberian Musk Deer,winter,2004,2005,Araliaceae,Acanthopanax senticosus,1,proportion,percent composition in diet,fecal microhistology,84,fecal samples (composite or unstated),46°02' N,128°45' E,46°12' N,129°09' E,Xiaoxing'an Mountains,China,temperate forest,Jianping et al. 2007,128,46,129,46,NA,NA,NA
13422,Moschus moschiferus,14.5,53.5,Ruminant,diego_f,Moschidae,Siberian Musk Deer,winter,2004,2005,Salicaceae,Populus usuriensis,3.2,proportion,percent composition in diet,fecal microhistology,84,fecal samples (composite or unstated),46°02' N,128°45' E,46°12' N,129°09' E,Xiaoxing'an Mountains,China,temperate forest,Jianping et al. 2007,128,46,129,46,NA,NA,NA
13423,Moschus moschiferus,14.5,53.5,Ruminant,diego_f,Moschidae,Siberian Musk Deer,winter,2004,2005,Oleaceae,Fraxinus mandshurica,1,proportion,percent composition in diet,fecal microhistology,84,fecal samples (composite or unstated),46°02' N,128°45' E,46°12' N,129°09' E,Xiaoxing'an Mountains,China,temperate forest,Jianping et al. 2007,128,46,129,46,NA,NA,NA
13424,Moschus moschiferus,14.5,53.5,Ruminant,diego_f,Moschidae,Siberian Musk Deer,winter,2004,2005,Adoxaceae,Viburnum sargentii,1.33,proportion,percent composition in diet,fecal microhistology,84,fecal samples (composite or unstated),46°02' N,128°45' E,46°12' N,129°09' E,Xiaoxing'an Mountains,China,temperate forest,Jianping et al. 2007,128,46,129,46,NA,NA,NA
13425,Moschus moschiferus,14.5,53.5,Ruminant,diego_f,Moschidae,Siberian Musk Deer,winter,2004,2005,Rosaceaev,Spiraea salicifolia,2.85,proportion,percent composition in diet,fecal microhistology,84,fecal samples (composite or unstated),46°02' N,128°45' E,46°12' N,129°09' E,Xiaoxing'an Mountains,China,temperate forest,Jianping et al. 2007,128,46,129,46,NA,NA,NA
13426,Moschus moschiferus,14.5,53.5,Ruminant,diego_f,Moschidae,Siberian Musk Deer,winter,2004,2005,Betulaceae,Betula costaat,1.33,proportion,percent composition in diet,fecal microhistology,84,fecal samples (composite or unstated),46°02' N,128°45' E,46°12' N,129°09' E,Xiaoxing'an Mountains,China,temperate forest,Jianping et al. 2007,128,46,129,46,NA,NA,NA
13427,Moschus moschiferus,14.5,53.5,Ruminant,diego_f,Moschidae,Siberian Musk Deer,winter,2004,2005,Schisandraceae,Schisandra reticulate,2.22,proportion,percent composition in diet,fecal microhistology,84,fecal samples (composite or unstated),46°02' N,128°45' E,46°12' N,129°09' E,Xiaoxing'an Mountains,China,temperate forest,Jianping et al. 2007,128,46,129,46,NA,NA,NA
13428,Moschus moschiferus,14.5,53.5,Ruminant,diego_f,Moschidae,Siberian Musk Deer,winter,2004,2005,Pinaceae,Pinus koraiensis,1.16,proportion,percent composition in diet,fecal microhistology,84,fecal samples (composite or unstated),46°02' N,128°45' E,46°12' N,129°09' E,Xiaoxing'an Mountains,China,temperate forest,Jianping et al. 2007,128,46,129,46,NA,NA,NA
13429,Moschus moschiferus,14.5,53.5,Ruminant,diego_f,Moschidae,Siberian Musk Deer,winter,2004,2005,Pinaceae,Picea jezoensi,1,proportion,percent composition in diet,fecal microhistology,84,fecal samples (composite or unstated),46°02' N,128°45' E,46°12' N,129°09' E,Xiaoxing'an Mountains,China,temperate forest,Jianping et al. 2007,128,46,129,46,NA,NA,NA
13430,Moschus moschiferus,14.5,53.5,Ruminant,diego_f,Moschidae,Siberian Musk Deer,winter,2004,2005,Berberidaceae,Caulophyllum robustum,1,proportion,percent composition in diet,fecal microhistology,84,fecal samples (composite or unstated),46°02' N,128°45' E,46°12' N,129°09' E,Xiaoxing'an Mountains,China,temperate forest,Jianping et al. 2007,128,46,129,46,NA,NA,NA
13431,Moschus moschiferus,14.5,53.5,Ruminant,diego_f,Moschidae,Siberian Musk Deer,winter,2004,2005,Asteraceae,Artemisia stolonifera,1.69,proportion,percent composition in diet,fecal microhistology,84,fecal samples (composite or unstated),46°02' N,128°45' E,46°12' N,129°09' E,Xiaoxing'an Mountains,China,temperate forest,Jianping et al. 2007,128,46,129,46,NA,NA,NA
13432,Moschus moschiferus,14.5,53.5,Ruminant,diego_f,Moschidae,Siberian Musk Deer,winter,2004,2005,Cyperaceae,Carex callitrichos,6.41,proportion,percent composition in diet,fecal microhistology,84,fecal samples (composite or unstated),46°02' N,128°45' E,46°12' N,129°09' E,Xiaoxing'an Mountains,China,temperate forest,Jianping et al. 2007,128,46,129,46,NA,NA,NA
13433,Moschus moschiferus,14.5,53.5,Ruminant,diego_f,Moschidae,Siberian Musk Deer,winter,2004,2005,Osmundaceae,Osmunda cinnamonea,4.09,proportion,percent composition in diet,fecal microhistology,84,fecal samples (composite or unstated),46°02' N,128°45' E,46°12' N,129°09' E,Xiaoxing'an Mountains,China,temperate forest,Jianping et al. 2007,128,46,129,46,NA,NA,NA
13434,Moschus moschiferus,14.5,53.5,Ruminant,diego_f,Moschidae,Siberian Musk Deer,winter,2004,2005,Woodsiaceae,Woodsia ilvensis,2.58,proportion,percent composition in diet,fecal microhistology,84,fecal samples (composite or unstated),46°02' N,128°45' E,46°12' N,129°09' E,Xiaoxing'an Mountains,China,temperate forest,Jianping et al. 2007,128,46,129,46,NA,NA,NA
13435,Moschus moschiferus,14.5,53.5,Ruminant,diego_f,Moschidae,Siberian Musk Deer,winter,2004,2005,Athyriaceae,Athyrium multidentatum,1.51,proportion,percent composition in diet,fecal microhistology,84,fecal samples (composite or unstated),46°02' N,128°45' E,46°12' N,129°09' E,Xiaoxing'an Mountains,China,temperate forest,Jianping et al. 2007,128,46,129,46,NA,NA,NA
13436,Moschus moschiferus,14.5,53.5,Ruminant,diego_f,Moschidae,Siberian Musk Deer,winter,2004,2005,Cystopteridaceae,Gymnocarpium disjunctum,1.51,proportion,percent composition in diet,fecal microhistology,84,fecal samples (composite or unstated),46°02' N,128°45' E,46°12' N,129°09' E,Xiaoxing'an Mountains,China,temperate forest,Jianping et al. 2007,128,46,129,46,NA,NA,NA
13437,Moschus moschiferus,14.5,53.5,Ruminant,diego_f,Moschidae,Siberian Musk Deer,winter,2004,2005,Dryopteridaceae,Dryopteris crassirhizoma,4.09,proportion,percent composition in diet,fecal microhistology,84,fecal samples (composite or unstated),46°02' N,128°45' E,46°12' N,129°09' E,Xiaoxing'an Mountains,China,temperate forest,Jianping et al. 2007,128,46,129,46,NA,NA,NA
13438,Moschus moschiferus,14.5,53.5,Ruminant,diego_f,Moschidae,Siberian Musk Deer,winter,2004,2005,Sphagnaceae,Sphagnum paluster,1.69,proportion,percent composition in diet,fecal microhistology,84,fecal samples (composite or unstated),46°02' N,128°45' E,46°12' N,129°09' E,Xiaoxing'an Mountains,China,temperate forest,Jianping et al. 2007,128,46,129,46,NA,NA,NA
13439,Moschus moschiferus,14.5,53.5,Ruminant,diego_f,Moschidae,Siberian Musk Deer,winter,2004,2005,Brachytheciaceae,Brachythecium rutabulum,2.31,proportion,percent composition in diet,fecal microhistology,84,fecal samples (composite or unstated),46°02' N,128°45' E,46°12' N,129°09' E,Xiaoxing'an Mountains,China,temperate forest,Jianping et al. 2007,128,46,129,46,NA,NA,NA
13440,Moschus moschiferus,14.5,53.5,Ruminant,diego_f,Moschidae,Siberian Musk Deer,winter,2004,2005,Brachytheciaceae,Brachythecium albicans,3.03,proportion,percent composition in diet,fecal microhistology,84,fecal samples (composite or unstated),46°02' N,128°45' E,46°12' N,129°09' E,Xiaoxing'an Mountains,China,temperate forest,Jianping et al. 2007,128,46,129,46,NA,NA,NA
13441,Moschus moschiferus,14.5,53.5,Ruminant,diego_f,Moschidae,Siberian Musk Deer,winter,2004,2005,Brachytheciaceae,Eurhynchium pulchellum,1.42,proportion,percent composition in diet,fecal microhistology,84,fecal samples (composite or unstated),46°02' N,128°45' E,46°12' N,129°09' E,Xiaoxing'an Mountains,China,temperate forest,Jianping et al. 2007,128,46,129,46,NA,NA,NA
13442,Moschus moschiferus,14.5,53.5,Ruminant,diego_f,Moschidae,Siberian Musk Deer,winter,2004,2005,Dicranaceae,Dicranella heteromalla,1.16,proportion,percent composition in diet,fecal microhistology,84,fecal samples (composite or unstated),46°02' N,128°45' E,46°12' N,129°09' E,Xiaoxing'an Mountains,China,temperate forest,Jianping et al. 2007,128,46,129,46,NA,NA,NA
13443,Moschus moschiferus,14.5,53.5,Ruminant,diego_f,Moschidae,Siberian Musk Deer,winter,2004,2005,Dicranaceae,Oncophorus wahlenbergii,3.01,proportion,percent composition in diet,fecal microhistology,84,fecal samples (composite or unstated),46°02' N,128°45' E,46°12' N,129°09' E,Xiaoxing'an Mountains,China,temperate forest,Jianping et al. 2007,128,46,129,46,NA,NA,NA
13444,Moschus moschiferus,14.5,53.5,Ruminant,diego_f,Moschidae,Siberian Musk Deer,winter,2004,2005,Dicranaceae,Dicranum perindutum,3.13,proportion,percent composition in diet,fecal microhistology,84,fecal samples (composite or unstated),46°02' N,128°45' E,46°12' N,129°09' E,Xiaoxing'an Mountains,China,temperate forest,Jianping et al. 2007,128,46,129,46,NA,NA,NA
13445,Moschus moschiferus,14.5,53.5,Ruminant,diego_f,Moschidae,Siberian Musk Deer,winter,2004,2005,Ulmaceae,Ulmus macrocarpa,1.6,proportion,percent composition in diet,fecal microhistology,84,fecal samples (composite or unstated),46°02' N,128°45' E,46°12' N,129°09' E,Xiaoxing'an Mountains,China,temperate forest,Jianping et al. 2007,128,46,129,46,NA,NA,NA
13446,Moschus moschiferus,14.5,53.5,Ruminant,diego_f,Moschidae,Siberian Musk Deer,winter,2004,2005,Ericaceae,Rhododendron dauricum,19.26,proportion,percent composition in diet,fecal microhistology,84,fecal samples (composite or unstated),46°02' N,128°45' E,46°12' N,129°09' E,Xiaoxing'an Mountains,China,temperate forest,Jianping et al. 2007,128,46,129,46,NA,NA,NA
13447,Moschus moschiferus,14.5,53.5,Ruminant,diego_f,Moschidae,Siberian Musk Deer,winter,2004,2005,Fagaceae,Quercus mongolica,4.06,proportion,percent composition in diet,fecal microhistology,84,fecal samples (composite or unstated),46°02' N,128°45' E,46°12' N,129°09' E,Xiaoxing'an Mountains,China,temperate forest,Jianping et al. 2007,128,46,129,46,NA,NA,NA
13448,Moschus moschiferus,14.5,53.5,Ruminant,diego_f,Moschidae,Siberian Musk Deer,winter,2004,2005,Malvaceae,Tilia amurensis,1.39,proportion,percent composition in diet,fecal microhistology,84,fecal samples (composite or unstated),46°02' N,128°45' E,46°12' N,129°09' E,Xiaoxing'an Mountains,China,temperate forest,Jianping et al. 2007,128,46,129,46,NA,NA,NA
13449,Moschus moschiferus,14.5,53.5,Ruminant,diego_f,Moschidae,Siberian Musk Deer,winter,2004,2005,Malvaceae,Tilia mandshurica,2.14,proportion,percent composition in diet,fecal microhistology,84,fecal samples (composite or unstated),46°02' N,128°45' E,46°12' N,129°09' E,Xiaoxing'an Mountains,China,temperate forest,Jianping et al. 2007,128,46,129,46,NA,NA,NA
13450,Moschus moschiferus,14.5,53.5,Ruminant,diego_f,Moschidae,Siberian Musk Deer,winter,2004,2005,Sapindaceae,Acer mono,5.45,proportion,percent composition in diet,fecal microhistology,84,fecal samples (composite or unstated),46°02' N,128°45' E,46°12' N,129°09' E,Xiaoxing'an Mountains,China,temperate forest,Jianping et al. 2007,128,46,129,46,NA,NA,NA
13451,Moschus moschiferus,14.5,53.5,Ruminant,diego_f,Moschidae,Siberian Musk Deer,winter,2004,2005,Sapindaceae,Acer ginnala,3.53,proportion,percent composition in diet,fecal microhistology,84,fecal samples (composite or unstated),46°02' N,128°45' E,46°12' N,129°09' E,Xiaoxing'an Mountains,China,temperate forest,Jianping et al. 2007,128,46,129,46,NA,NA,NA
13452,Moschus moschiferus,14.5,53.5,Ruminant,diego_f,Moschidae,Siberian Musk Deer,winter,2004,2005,Hydrangeaceae,Deutzia glabatta,10.16,proportion,percent composition in diet,fecal microhistology,84,fecal samples (composite or unstated),46°02' N,128°45' E,46°12' N,129°09' E,Xiaoxing'an Mountains,China,temperate forest,Jianping et al. 2007,128,46,129,46,NA,NA,NA
13453,Moschus moschiferus,14.5,53.5,Ruminant,diego_f,Moschidae,Siberian Musk Deer,winter,2004,2005,Araliaceae,Acanthopanax senticosus,1,proportion,percent composition in diet,fecal microhistology,84,fecal samples (composite or unstated),46°02' N,128°45' E,46°12' N,129°09' E,Xiaoxing'an Mountains,China,temperate forest,Jianping et al. 2007,128,46,129,46,NA,NA,NA
13454,Moschus moschiferus,14.5,53.5,Ruminant,diego_f,Moschidae,Siberian Musk Deer,winter,2004,2005,Salicaceae,Populus usuriensis,2.57,proportion,percent composition in diet,fecal microhistology,84,fecal samples (composite or unstated),46°02' N,128°45' E,46°12' N,129°09' E,Xiaoxing'an Mountains,China,temperate forest,Jianping et al. 2007,128,46,129,46,NA,NA,NA
13455,Moschus moschiferus,14.5,53.5,Ruminant,diego_f,Moschidae,Siberian Musk Deer,winter,2004,2005,Fabaceae,Lespedeza bicolor,2.03,proportion,percent composition in diet,fecal microhistology,84,fecal samples (composite or unstated),46°02' N,128°45' E,46°12' N,129°09' E,Xiaoxing'an Mountains,China,temperate forest,Jianping et al. 2007,128,46,129,46,NA,NA,NA
13456,Moschus moschiferus,14.5,53.5,Ruminant,diego_f,Moschidae,Siberian Musk Deer,winter,2004,2005,Fabaceae,Maackia amurensis,3.64,proportion,percent composition in diet,fecal microhistology,84,fecal samples (composite or unstated),46°02' N,128°45' E,46°12' N,129°09' E,Xiaoxing'an Mountains,China,temperate forest,Jianping et al. 2007,128,46,129,46,NA,NA,NA
13457,Moschus moschiferus,14.5,53.5,Ruminant,diego_f,Moschidae,Siberian Musk Deer,winter,2004,2005,Oleaceae,Fraxinus mandshurica,1,proportion,percent composition in diet,fecal microhistology,84,fecal samples (composite or unstated),46°02' N,128°45' E,46°12' N,129°09' E,Xiaoxing'an Mountains,China,temperate forest,Jianping et al. 2007,128,46,129,46,NA,NA,NA
13458,Moschus moschiferus,14.5,53.5,Ruminant,diego_f,Moschidae,Siberian Musk Deer,winter,2004,2005,Adoxaceae,Viburnum sargentii,1.39,proportion,percent composition in diet,fecal microhistology,84,fecal samples (composite or unstated),46°02' N,128°45' E,46°12' N,129°09' E,Xiaoxing'an Mountains,China,temperate forest,Jianping et al. 2007,128,46,129,46,NA,NA,NA
13459,Moschus moschiferus,14.5,53.5,Ruminant,diego_f,Moschidae,Siberian Musk Deer,winter,2004,2005,Rosaceaev,Spiraea salicifolia,1.17,proportion,percent composition in diet,fecal microhistology,84,fecal samples (composite or unstated),46°02' N,128°45' E,46°12' N,129°09' E,Xiaoxing'an Mountains,China,temperate forest,Jianping et al. 2007,128,46,129,46,NA,NA,NA
13460,Moschus moschiferus,14.5,53.5,Ruminant,diego_f,Moschidae,Siberian Musk Deer,winter,2004,2005,Betulaceae,Betula costaat,1,proportion,percent composition in diet,fecal microhistology,84,fecal samples (composite or unstated),46°02' N,128°45' E,46°12' N,129°09' E,Xiaoxing'an Mountains,China,temperate forest,Jianping et al. 2007,128,46,129,46,NA,NA,NA
13461,Moschus moschiferus,14.5,53.5,Ruminant,diego_f,Moschidae,Siberian Musk Deer,winter,2004,2005,Schisandraceae,Schisandra reticulate,2.14,proportion,percent composition in diet,fecal microhistology,84,fecal samples (composite or unstated),46°02' N,128°45' E,46°12' N,129°09' E,Xiaoxing'an Mountains,China,temperate forest,Jianping et al. 2007,128,46,129,46,NA,NA,NA
13462,Moschus moschiferus,14.5,53.5,Ruminant,diego_f,Moschidae,Siberian Musk Deer,winter,2004,2005,Berberidaceae,Caulophyllum robustum,1.92,proportion,percent composition in diet,fecal microhistology,84,fecal samples (composite or unstated),46°02' N,128°45' E,46°12' N,129°09' E,Xiaoxing'an Mountains,China,temperate forest,Jianping et al. 2007,128,46,129,46,NA,NA,NA
13463,Moschus moschiferus,14.5,53.5,Ruminant,diego_f,Moschidae,Siberian Musk Deer,winter,2004,2005,Asteraceae,Artemisia stolonifera,3.21,proportion,percent composition in diet,fecal microhistology,84,fecal samples (composite or unstated),46°02' N,128°45' E,46°12' N,129°09' E,Xiaoxing'an Mountains,China,temperate forest,Jianping et al. 2007,128,46,129,46,NA,NA,NA
13464,Moschus moschiferus,14.5,53.5,Ruminant,diego_f,Moschidae,Siberian Musk Deer,winter,2004,2005,Cyperaceae,Carex callitrichos,3.53,proportion,percent composition in diet,fecal microhistology,84,fecal samples (composite or unstated),46°02' N,128°45' E,46°12' N,129°09' E,Xiaoxing'an Mountains,China,temperate forest,Jianping et al. 2007,128,46,129,46,NA,NA,NA
13465,Moschus moschiferus,14.5,53.5,Ruminant,diego_f,Moschidae,Siberian Musk Deer,winter,2004,2005,Osmundaceae,Osmunda cinnamonea,2.78,proportion,percent composition in diet,fecal microhistology,84,fecal samples (composite or unstated),46°02' N,128°45' E,46°12' N,129°09' E,Xiaoxing'an Mountains,China,temperate forest,Jianping et al. 2007,128,46,129,46,NA,NA,NA
13466,Moschus moschiferus,14.5,53.5,Ruminant,diego_f,Moschidae,Siberian Musk Deer,winter,2004,2005,Woodsiaceae,Woodsia ilvensis,3.31,proportion,percent composition in diet,fecal microhistology,84,fecal samples (composite or unstated),46°02' N,128°45' E,46°12' N,129°09' E,Xiaoxing'an Mountains,China,temperate forest,Jianping et al. 2007,128,46,129,46,NA,NA,NA
13467,Moschus moschiferus,14.5,53.5,Ruminant,diego_f,Moschidae,Siberian Musk Deer,winter,2004,2005,Athyriaceae,Athyrium multidentatum,2.03,proportion,percent composition in diet,fecal microhistology,84,fecal samples (composite or unstated),46°02' N,128°45' E,46°12' N,129°09' E,Xiaoxing'an Mountains,China,temperate forest,Jianping et al. 2007,128,46,129,46,NA,NA,NA
13468,Moschus moschiferus,14.5,53.5,Ruminant,diego_f,Moschidae,Siberian Musk Deer,winter,2004,2005,Cystopteridaceae,Gymnocarpium disjunctum,1,proportion,percent composition in diet,fecal microhistology,84,fecal samples (composite or unstated),46°02' N,128°45' E,46°12' N,129°09' E,Xiaoxing'an Mountains,China,temperate forest,Jianping et al. 2007,128,46,129,46,NA,NA,NA
13469,Moschus moschiferus,14.5,53.5,Ruminant,diego_f,Moschidae,Siberian Musk Deer,winter,2004,2005,Dryopteridaceae,Dryopteris crassirhizoma,2.89,proportion,percent composition in diet,fecal microhistology,84,fecal samples (composite or unstated),46°02' N,128°45' E,46°12' N,129°09' E,Xiaoxing'an Mountains,China,temperate forest,Jianping et al. 2007,128,46,129,46,NA,NA,NA
13470,Moschus moschiferus,14.5,53.5,Ruminant,diego_f,Moschidae,Siberian Musk Deer,winter,2004,2005,Ericaceae,Rhododendron dauricum,47.76,proportion,percent composition in diet,fecal microhistology,84,fecal samples (composite or unstated),46°02' N,128°45' E,46°12' N,129°09' E,Xiaoxing'an Mountains,China,temperate forest,Jianping et al. 2007,128,46,129,46,NA,NA,NA
13471,Moschus moschiferus,14.5,53.5,Ruminant,diego_f,Moschidae,Siberian Musk Deer,winter,2004,2005,Fagaceae,Quercus mongolica,2.94,proportion,percent composition in diet,fecal microhistology,84,fecal samples (composite or unstated),46°02' N,128°45' E,46°12' N,129°09' E,Xiaoxing'an Mountains,China,temperate forest,Jianping et al. 2007,128,46,129,46,NA,NA,NA
13472,Moschus moschiferus,14.5,53.5,Ruminant,diego_f,Moschidae,Siberian Musk Deer,winter,2004,2005,Malvaceae,Tilia amurensis,1.63,proportion,percent composition in diet,fecal microhistology,84,fecal samples (composite or unstated),46°02' N,128°45' E,46°12' N,129°09' E,Xiaoxing'an Mountains,China,temperate forest,Jianping et al. 2007,128,46,129,46,NA,NA,NA
13473,Moschus moschiferus,14.5,53.5,Ruminant,diego_f,Moschidae,Siberian Musk Deer,winter,2004,2005,Malvaceae,Tilia mandshurica,1.31,proportion,percent composition in diet,fecal microhistology,84,fecal samples (composite or unstated),46°02' N,128°45' E,46°12' N,129°09' E,Xiaoxing'an Mountains,China,temperate forest,Jianping et al. 2007,128,46,129,46,NA,NA,NA
13474,Moschus moschiferus,14.5,53.5,Ruminant,diego_f,Moschidae,Siberian Musk Deer,winter,2004,2005,Sapindaceae,Acer mono,6.86,proportion,percent composition in diet,fecal microhistology,84,fecal samples (composite or unstated),46°02' N,128°45' E,46°12' N,129°09' E,Xiaoxing'an Mountains,China,temperate forest,Jianping et al. 2007,128,46,129,46,NA,NA,NA
13475,Moschus moschiferus,14.5,53.5,Ruminant,diego_f,Moschidae,Siberian Musk Deer,winter,2004,2005,Sapindaceae,Acer ginnala,2.29,proportion,percent composition in diet,fecal microhistology,84,fecal samples (composite or unstated),46°02' N,128°45' E,46°12' N,129°09' E,Xiaoxing'an Mountains,China,temperate forest,Jianping et al. 2007,128,46,129,46,NA,NA,NA
13476,Moschus moschiferus,14.5,53.5,Ruminant,diego_f,Moschidae,Siberian Musk Deer,winter,2004,2005,Hydrangeaceae,Deutzia glabatta,3.59,proportion,percent composition in diet,fecal microhistology,84,fecal samples (composite or unstated),46°02' N,128°45' E,46°12' N,129°09' E,Xiaoxing'an Mountains,China,temperate forest,Jianping et al. 2007,128,46,129,46,NA,NA,NA
13477,Moschus moschiferus,14.5,53.5,Ruminant,diego_f,Moschidae,Siberian Musk Deer,winter,2004,2005,Araliaceae,Acanthopanax senticosus,3.26,proportion,percent composition in diet,fecal microhistology,84,fecal samples (composite or unstated),46°02' N,128°45' E,46°12' N,129°09' E,Xiaoxing'an Mountains,China,temperate forest,Jianping et al. 2007,128,46,129,46,NA,NA,NA
13478,Moschus moschiferus,14.5,53.5,Ruminant,diego_f,Moschidae,Siberian Musk Deer,winter,2004,2005,Salicaceae,Populus usuriensis,1,proportion,percent composition in diet,fecal microhistology,84,fecal samples (composite or unstated),46°02' N,128°45' E,46°12' N,129°09' E,Xiaoxing'an Mountains,China,temperate forest,Jianping et al. 2007,128,46,129,46,NA,NA,NA
13479,Moschus moschiferus,14.5,53.5,Ruminant,diego_f,Moschidae,Siberian Musk Deer,winter,2004,2005,Fabaceae,Lespedeza bicolor,1.63,proportion,percent composition in diet,fecal microhistology,84,fecal samples (composite or unstated),46°02' N,128°45' E,46°12' N,129°09' E,Xiaoxing'an Mountains,China,temperate forest,Jianping et al. 2007,128,46,129,46,NA,NA,NA
13480,Moschus moschiferus,14.5,53.5,Ruminant,diego_f,Moschidae,Siberian Musk Deer,winter,2004,2005,Fabaceae,Maackia amurensis,1.31,proportion,percent composition in diet,fecal microhistology,84,fecal samples (composite or unstated),46°02' N,128°45' E,46°12' N,129°09' E,Xiaoxing'an Mountains,China,temperate forest,Jianping et al. 2007,128,46,129,46,NA,NA,NA
13481,Moschus moschiferus,14.5,53.5,Ruminant,diego_f,Moschidae,Siberian Musk Deer,winter,2004,2005,Oleaceae,Fraxinus mandshurica,6.53,proportion,percent composition in diet,fecal microhistology,84,fecal samples (composite or unstated),46°02' N,128°45' E,46°12' N,129°09' E,Xiaoxing'an Mountains,China,temperate forest,Jianping et al. 2007,128,46,129,46,NA,NA,NA
13482,Moschus moschiferus,14.5,53.5,Ruminant,diego_f,Moschidae,Siberian Musk Deer,winter,2004,2005,Rosaceaev,Spiraea salicifolia,6.53,proportion,percent composition in diet,fecal microhistology,84,fecal samples (composite or unstated),46°02' N,128°45' E,46°12' N,129°09' E,Xiaoxing'an Mountains,China,temperate forest,Jianping et al. 2007,128,46,129,46,NA,NA,NA
13483,Moschus moschiferus,14.5,53.5,Ruminant,diego_f,Moschidae,Siberian Musk Deer,winter,2004,2005,Betulaceae,Betula costaat,1,proportion,percent composition in diet,fecal microhistology,84,fecal samples (composite or unstated),46°02' N,128°45' E,46°12' N,129°09' E,Xiaoxing'an Mountains,China,temperate forest,Jianping et al. 2007,128,46,129,46,NA,NA,NA
13484,Moschus moschiferus,14.5,53.5,Ruminant,diego_f,Moschidae,Siberian Musk Deer,winter,2004,2005,Pinaceae,Pinus koraiensis,1.63,proportion,percent composition in diet,fecal microhistology,84,fecal samples (composite or unstated),46°02' N,128°45' E,46°12' N,129°09' E,Xiaoxing'an Mountains,China,temperate forest,Jianping et al. 2007,128,46,129,46,NA,NA,NA
13485,Moschus moschiferus,14.5,53.5,Ruminant,diego_f,Moschidae,Siberian Musk Deer,winter,2004,2005,Pinaceae,Picea jezoensi,3.59,proportion,percent composition in diet,fecal microhistology,84,fecal samples (composite or unstated),46°02' N,128°45' E,46°12' N,129°09' E,Xiaoxing'an Mountains,China,temperate forest,Jianping et al. 2007,128,46,129,46,NA,NA,NA
13486,Moschus moschiferus,14.5,53.5,Ruminant,diego_f,Moschidae,Siberian Musk Deer,winter,2004,2005,Berberidaceae,Caulophyllum robustum,1.63,proportion,percent composition in diet,fecal microhistology,84,fecal samples (composite or unstated),46°02' N,128°45' E,46°12' N,129°09' E,Xiaoxing'an Mountains,China,temperate forest,Jianping et al. 2007,128,46,129,46,NA,NA,NA
13487,Moschus moschiferus,14.5,53.5,Ruminant,diego_f,Moschidae,Siberian Musk Deer,winter,2004,2005,Asteraceae,Artemisia stolonifera,1,proportion,percent composition in diet,fecal microhistology,84,fecal samples (composite or unstated),46°02' N,128°45' E,46°12' N,129°09' E,Xiaoxing'an Mountains,China,temperate forest,Jianping et al. 2007,128,46,129,46,NA,NA,NA
13488,Moschus moschiferus,14.5,53.5,Ruminant,diego_f,Moschidae,Siberian Musk Deer,winter,2004,2005,Cyperaceae,Carex callitrichos,8.82,proportion,percent composition in diet,fecal microhistology,84,fecal samples (composite or unstated),46°02' N,128°45' E,46°12' N,129°09' E,Xiaoxing'an Mountains,China,temperate forest,Jianping et al. 2007,128,46,129,46,NA,NA,NA
13489,Moschus moschiferus,14.5,53.5,Ruminant,diego_f,Moschidae,Siberian Musk Deer,winter,2004,2005,Osmundaceae,Osmunda cinnamonea,1,proportion,percent composition in diet,fecal microhistology,84,fecal samples (composite or unstated),46°02' N,128°45' E,46°12' N,129°09' E,Xiaoxing'an Mountains,China,temperate forest,Jianping et al. 2007,128,46,129,46,NA,NA,NA
13490,Moschus moschiferus,14.5,53.5,Ruminant,diego_f,Moschidae,Siberian Musk Deer,winter,2004,2005,Cystopteridaceae,Gymnocarpium disjunctum,1,proportion,percent composition in diet,fecal microhistology,84,fecal samples (composite or unstated),46°02' N,128°45' E,46°12' N,129°09' E,Xiaoxing'an Mountains,China,temperate forest,Jianping et al. 2007,128,46,129,46,NA,NA,NA
