"","...1","x1","ungulate_latin_name","avg_species_weight_kg","avg_species_shoulder_height_cm","ruminant_non_ruminant","researcher","ungulate_family","ungulate_common_name","binned_season","year_started","year_ended","plant_reported_family","plant_reported_name","percent_contribution_to_diet","data_type","binned_units","binned_method","total_sample_size","binned_total_sample_size_units","latitude_1","longitude_1","latitude_2","longitude_2","reported_study_site_location","country","biome","citation_abrv","latitude_1_decimal","longitude_1_decimal","latitude_2_decimal","longitude_2_decimal","latitude_average","longitude_average","point_type"
"193",6608,6608,"Cervus elaphus","202.5","118","Ruminant","john_m","Cervidae","Red Deer","winter","1963","1964","N/A","Coniferous Trees","29.5","proportion",NA,"meta-analysis","N/A",NA,"multiple","multiple","multiple","multiple","Börringe, Vomb, Hunneberg, Leikanger, Hitra, Storås, Tynset, Oppdal, Hitra, Åstfjorden","Norway, Sweden, Finland","boreal forest","Mysterud 2000",NA,NA,NA,NA,NA,NA,NA
"194",6609,6609,"Cervus elaphus","202.5","118","Ruminant","john_m","Cervidae","Red Deer","winter","1963","1964","N/A","Lichens","0","proportion",NA,"meta-analysis","N/A",NA,"multiple","multiple","multiple","multiple","Börringe, Vomb, Hunneberg, Leikanger, Hitra, Storås, Tynset, Oppdal, Hitra, Åstfjorden","Norway, Sweden, Finland","boreal forest","Mysterud 2000",NA,NA,NA,NA,NA,NA,NA
"195",6610,6610,"Cervus elaphus","202.5","118","Ruminant","john_m","Cervidae","Red Deer","winter","1963","1964","N/A","Mosses","0","proportion",NA,"meta-analysis","N/A",NA,"multiple","multiple","multiple","multiple","Börringe, Vomb, Hunneberg, Leikanger, Hitra, Storås, Tynset, Oppdal, Hitra, Åstfjorden","Norway, Sweden, Finland","boreal forest","Mysterud 2000",NA,NA,NA,NA,NA,NA,NA
"196",6611,6611,"Cervus elaphus","202.5","118","Ruminant","john_m","Cervidae","Red Deer","winter","1963","1964","N/A","Others","0","proportion",NA,"meta-analysis","N/A",NA,"multiple","multiple","multiple","multiple","Börringe, Vomb, Hunneberg, Leikanger, Hitra, Storås, Tynset, Oppdal, Hitra, Åstfjorden","Norway, Sweden, Finland","boreal forest","Mysterud 2000",NA,NA,NA,NA,NA,NA,NA
"197",6612,6612,"Cervus elaphus","202.5","118","Ruminant","john_m","Cervidae","Red Deer","winter","1979","1979","N/A","Graminoids","14.5","proportion",NA,"meta-analysis","N/A",NA,"multiple","multiple","multiple","multiple","Börringe, Vomb, Hunneberg, Leikanger, Hitra, Storås, Tynset, Oppdal, Hitra, Åstfjorden","Norway, Sweden, Finland","boreal forest","Mysterud 2000",NA,NA,NA,NA,NA,NA,NA
"198",6613,6613,"Cervus elaphus","202.5","118","Ruminant","john_m","Cervidae","Red Deer","winter","1979","1979","N/A","Herbs","0","proportion",NA,"meta-analysis","N/A",NA,"multiple","multiple","multiple","multiple","Börringe, Vomb, Hunneberg, Leikanger, Hitra, Storås, Tynset, Oppdal, Hitra, Åstfjorden","Norway, Sweden, Finland","boreal forest","Mysterud 2000",NA,NA,NA,NA,NA,NA,NA
"199",6614,6614,"Cervus elaphus","202.5","118","Ruminant","john_m","Cervidae","Red Deer","winter","1979","1979","N/A","Low Shrubs","55.1","proportion",NA,"meta-analysis","N/A",NA,"multiple","multiple","multiple","multiple","Börringe, Vomb, Hunneberg, Leikanger, Hitra, Storås, Tynset, Oppdal, Hitra, Åstfjorden","Norway, Sweden, Finland","boreal forest","Mysterud 2000",NA,NA,NA,NA,NA,NA,NA
"200",6615,6615,"Cervus elaphus","202.5","118","Ruminant","john_m","Cervidae","Red Deer","winter","1979","1979","N/A","Ferns/Lycopods/Horsetails","0","proportion",NA,"meta-analysis","N/A",NA,"multiple","multiple","multiple","multiple","Börringe, Vomb, Hunneberg, Leikanger, Hitra, Storås, Tynset, Oppdal, Hitra, Åstfjorden","Norway, Sweden, Finland","boreal forest","Mysterud 2000",NA,NA,NA,NA,NA,NA,NA
"201",6616,6616,"Cervus elaphus","202.5","118","Ruminant","john_m","Cervidae","Red Deer","winter","1979","1979","N/A","Deciduous Browse","4.6","proportion",NA,"meta-analysis","N/A",NA,"multiple","multiple","multiple","multiple","Börringe, Vomb, Hunneberg, Leikanger, Hitra, Storås, Tynset, Oppdal, Hitra, Åstfjorden","Norway, Sweden, Finland","boreal forest","Mysterud 2000",NA,NA,NA,NA,NA,NA,NA
"202",6617,6617,"Cervus elaphus","202.5","118","Ruminant","john_m","Cervidae","Red Deer","winter","1979","1979","N/A","Coniferous Trees","23.9","proportion",NA,"meta-analysis","N/A",NA,"multiple","multiple","multiple","multiple","Börringe, Vomb, Hunneberg, Leikanger, Hitra, Storås, Tynset, Oppdal, Hitra, Åstfjorden","Norway, Sweden, Finland","boreal forest","Mysterud 2000",NA,NA,NA,NA,NA,NA,NA
"203",6618,6618,"Cervus elaphus","202.5","118","Ruminant","john_m","Cervidae","Red Deer","winter","1979","1979","N/A","Lichens","1.7","proportion",NA,"meta-analysis","N/A",NA,"multiple","multiple","multiple","multiple","Börringe, Vomb, Hunneberg, Leikanger, Hitra, Storås, Tynset, Oppdal, Hitra, Åstfjorden","Norway, Sweden, Finland","boreal forest","Mysterud 2000",NA,NA,NA,NA,NA,NA,NA
"204",6619,6619,"Cervus elaphus","202.5","118","Ruminant","john_m","Cervidae","Red Deer","winter","1979","1979","N/A","Mosses","1","proportion",NA,"meta-analysis","N/A",NA,"multiple","multiple","multiple","multiple","Börringe, Vomb, Hunneberg, Leikanger, Hitra, Storås, Tynset, Oppdal, Hitra, Åstfjorden","Norway, Sweden, Finland","boreal forest","Mysterud 2000",NA,NA,NA,NA,NA,NA,NA
"205",6620,6620,"Cervus elaphus","202.5","118","Ruminant","john_m","Cervidae","Red Deer","winter","1979","1979","N/A","Others","0","proportion",NA,"meta-analysis","N/A",NA,"multiple","multiple","multiple","multiple","Börringe, Vomb, Hunneberg, Leikanger, Hitra, Storås, Tynset, Oppdal, Hitra, Åstfjorden","Norway, Sweden, Finland","boreal forest","Mysterud 2000",NA,NA,NA,NA,NA,NA,NA
"206",6621,6621,"Cervus elaphus","202.5","118","Ruminant","john_m","Cervidae","Red Deer","winter","1980","1980","N/A","Graminoids","73.1","proportion",NA,"meta-analysis","N/A",NA,"multiple","multiple","multiple","multiple","Börringe, Vomb, Hunneberg, Leikanger, Hitra, Storås, Tynset, Oppdal, Hitra, Åstfjorden","Norway, Sweden, Finland","boreal forest","Mysterud 2000",NA,NA,NA,NA,NA,NA,NA
"207",6622,6622,"Cervus elaphus","202.5","118","Ruminant","john_m","Cervidae","Red Deer","winter","1980","1980","N/A","Herbs","1.1","proportion",NA,"meta-analysis","N/A",NA,"multiple","multiple","multiple","multiple","Börringe, Vomb, Hunneberg, Leikanger, Hitra, Storås, Tynset, Oppdal, Hitra, Åstfjorden","Norway, Sweden, Finland","boreal forest","Mysterud 2000",NA,NA,NA,NA,NA,NA,NA
"208",6623,6623,"Cervus elaphus","202.5","118","Ruminant","john_m","Cervidae","Red Deer","winter","1980","1980","N/A","Low Shrubs","16.5","proportion",NA,"meta-analysis","N/A",NA,"multiple","multiple","multiple","multiple","Börringe, Vomb, Hunneberg, Leikanger, Hitra, Storås, Tynset, Oppdal, Hitra, Åstfjorden","Norway, Sweden, Finland","boreal forest","Mysterud 2000",NA,NA,NA,NA,NA,NA,NA
"209",6624,6624,"Cervus elaphus","202.5","118","Ruminant","john_m","Cervidae","Red Deer","winter","1980","1980","N/A","Ferns/Lycopods/Horsetails","0","proportion",NA,"meta-analysis","N/A",NA,"multiple","multiple","multiple","multiple","Börringe, Vomb, Hunneberg, Leikanger, Hitra, Storås, Tynset, Oppdal, Hitra, Åstfjorden","Norway, Sweden, Finland","boreal forest","Mysterud 2000",NA,NA,NA,NA,NA,NA,NA
"210",6625,6625,"Cervus elaphus","202.5","118","Ruminant","john_m","Cervidae","Red Deer","winter","1980","1980","N/A","Deciduous Browse","2.9","proportion",NA,"meta-analysis","N/A",NA,"multiple","multiple","multiple","multiple","Börringe, Vomb, Hunneberg, Leikanger, Hitra, Storås, Tynset, Oppdal, Hitra, Åstfjorden","Norway, Sweden, Finland","boreal forest","Mysterud 2000",NA,NA,NA,NA,NA,NA,NA
"211",6626,6626,"Cervus elaphus","202.5","118","Ruminant","john_m","Cervidae","Red Deer","winter","1980","1980","N/A","Coniferous Trees","1","proportion",NA,"meta-analysis","N/A",NA,"multiple","multiple","multiple","multiple","Börringe, Vomb, Hunneberg, Leikanger, Hitra, Storås, Tynset, Oppdal, Hitra, Åstfjorden","Norway, Sweden, Finland","boreal forest","Mysterud 2000",NA,NA,NA,NA,NA,NA,NA
"212",6627,6627,"Cervus elaphus","202.5","118","Ruminant","john_m","Cervidae","Red Deer","winter","1980","1980","N/A","Lichens","5.5","proportion",NA,"meta-analysis","N/A",NA,"multiple","multiple","multiple","multiple","Börringe, Vomb, Hunneberg, Leikanger, Hitra, Storås, Tynset, Oppdal, Hitra, Åstfjorden","Norway, Sweden, Finland","boreal forest","Mysterud 2000",NA,NA,NA,NA,NA,NA,NA
"213",6628,6628,"Cervus elaphus","202.5","118","Ruminant","john_m","Cervidae","Red Deer","winter","1980","1980","N/A","Mosses","0","proportion",NA,"meta-analysis","N/A",NA,"multiple","multiple","multiple","multiple","Börringe, Vomb, Hunneberg, Leikanger, Hitra, Storås, Tynset, Oppdal, Hitra, Åstfjorden","Norway, Sweden, Finland","boreal forest","Mysterud 2000",NA,NA,NA,NA,NA,NA,NA
"214",6629,6629,"Cervus elaphus","202.5","118","Ruminant","john_m","Cervidae","Red Deer","winter","1980","1980","N/A","Others","0","proportion",NA,"meta-analysis","N/A",NA,"multiple","multiple","multiple","multiple","Börringe, Vomb, Hunneberg, Leikanger, Hitra, Storås, Tynset, Oppdal, Hitra, Åstfjorden","Norway, Sweden, Finland","boreal forest","Mysterud 2000",NA,NA,NA,NA,NA,NA,NA
"215",6630,6630,"Cervus elaphus","202.5","118","Ruminant","john_m","Cervidae","Red Deer","winter","1963","1964","N/A","Graminoids","0.1","proportion",NA,"meta-analysis","N/A",NA,"multiple","multiple","multiple","multiple","Börringe, Vomb, Hunneberg, Leikanger, Hitra, Storås, Tynset, Oppdal, Hitra, Åstfjorden","Norway, Sweden, Finland","boreal forest","Mysterud 2000",NA,NA,NA,NA,NA,NA,NA
"216",6631,6631,"Cervus elaphus","202.5","118","Ruminant","john_m","Cervidae","Red Deer","winter","1963","1964","N/A","Herbs","0","proportion",NA,"meta-analysis","N/A",NA,"multiple","multiple","multiple","multiple","Börringe, Vomb, Hunneberg, Leikanger, Hitra, Storås, Tynset, Oppdal, Hitra, Åstfjorden","Norway, Sweden, Finland","boreal forest","Mysterud 2000",NA,NA,NA,NA,NA,NA,NA
"217",6632,6632,"Cervus elaphus","202.5","118","Ruminant","john_m","Cervidae","Red Deer","winter","1963","1964","N/A","Low Shrubs","30.2","proportion",NA,"meta-analysis","N/A",NA,"multiple","multiple","multiple","multiple","Börringe, Vomb, Hunneberg, Leikanger, Hitra, Storås, Tynset, Oppdal, Hitra, Åstfjorden","Norway, Sweden, Finland","boreal forest","Mysterud 2000",NA,NA,NA,NA,NA,NA,NA
"218",6633,6633,"Cervus elaphus","202.5","118","Ruminant","john_m","Cervidae","Red Deer","winter","1963","1964","N/A","Ferns/Lycopods/Horsetails","0","proportion",NA,"meta-analysis","N/A",NA,"multiple","multiple","multiple","multiple","Börringe, Vomb, Hunneberg, Leikanger, Hitra, Storås, Tynset, Oppdal, Hitra, Åstfjorden","Norway, Sweden, Finland","boreal forest","Mysterud 2000",NA,NA,NA,NA,NA,NA,NA
"219",6634,6634,"Cervus elaphus","202.5","118","Ruminant","john_m","Cervidae","Red Deer","winter","1963","1964","N/A","Deciduous Browse","8.7","proportion",NA,"meta-analysis","N/A",NA,"multiple","multiple","multiple","multiple","Börringe, Vomb, Hunneberg, Leikanger, Hitra, Storås, Tynset, Oppdal, Hitra, Åstfjorden","Norway, Sweden, Finland","boreal forest","Mysterud 2000",NA,NA,NA,NA,NA,NA,NA
"220",6635,6635,"Cervus elaphus","202.5","118","Ruminant","john_m","Cervidae","Red Deer","winter","1963","1964","N/A","Coniferous Trees","60.2","proportion",NA,"meta-analysis","N/A",NA,"multiple","multiple","multiple","multiple","Börringe, Vomb, Hunneberg, Leikanger, Hitra, Storås, Tynset, Oppdal, Hitra, Åstfjorden","Norway, Sweden, Finland","boreal forest","Mysterud 2000",NA,NA,NA,NA,NA,NA,NA
"221",6636,6636,"Cervus elaphus","202.5","118","Ruminant","john_m","Cervidae","Red Deer","winter","1963","1964","N/A","Lichens","0.7","proportion",NA,"meta-analysis","N/A",NA,"multiple","multiple","multiple","multiple","Börringe, Vomb, Hunneberg, Leikanger, Hitra, Storås, Tynset, Oppdal, Hitra, Åstfjorden","Norway, Sweden, Finland","boreal forest","Mysterud 2000",NA,NA,NA,NA,NA,NA,NA
"222",6637,6637,"Cervus elaphus","202.5","118","Ruminant","john_m","Cervidae","Red Deer","winter","1963","1964","N/A","Mosses","0.1","proportion",NA,"meta-analysis","N/A",NA,"multiple","multiple","multiple","multiple","Börringe, Vomb, Hunneberg, Leikanger, Hitra, Storås, Tynset, Oppdal, Hitra, Åstfjorden","Norway, Sweden, Finland","boreal forest","Mysterud 2000",NA,NA,NA,NA,NA,NA,NA
"223",6638,6638,"Cervus elaphus","202.5","118","Ruminant","john_m","Cervidae","Red Deer","winter","1963","1964","N/A","Others","0","proportion",NA,"meta-analysis","N/A",NA,"multiple","multiple","multiple","multiple","Börringe, Vomb, Hunneberg, Leikanger, Hitra, Storås, Tynset, Oppdal, Hitra, Åstfjorden","Norway, Sweden, Finland","boreal forest","Mysterud 2000",NA,NA,NA,NA,NA,NA,NA
"224",6639,6639,"Cervus elaphus","202.5","118","Ruminant","john_m","Cervidae","Red Deer","winter","1963","1964","N/A","Graminoids","1","proportion",NA,"meta-analysis","N/A",NA,"multiple","multiple","multiple","multiple","Börringe, Vomb, Hunneberg, Leikanger, Hitra, Storås, Tynset, Oppdal, Hitra, Åstfjorden","Norway, Sweden, Finland","boreal forest","Mysterud 2000",NA,NA,NA,NA,NA,NA,NA
"225",6640,6640,"Cervus elaphus","202.5","118","Ruminant","john_m","Cervidae","Red Deer","winter","1963","1964","N/A","Herbs","0","proportion",NA,"meta-analysis","N/A",NA,"multiple","multiple","multiple","multiple","Börringe, Vomb, Hunneberg, Leikanger, Hitra, Storås, Tynset, Oppdal, Hitra, Åstfjorden","Norway, Sweden, Finland","boreal forest","Mysterud 2000",NA,NA,NA,NA,NA,NA,NA
"226",6641,6641,"Cervus elaphus","202.5","118","Ruminant","john_m","Cervidae","Red Deer","winter","1963","1964","N/A","Low Shrubs","56.8","proportion",NA,"meta-analysis","N/A",NA,"multiple","multiple","multiple","multiple","Börringe, Vomb, Hunneberg, Leikanger, Hitra, Storås, Tynset, Oppdal, Hitra, Åstfjorden","Norway, Sweden, Finland","boreal forest","Mysterud 2000",NA,NA,NA,NA,NA,NA,NA
"227",6642,6642,"Cervus elaphus","202.5","118","Ruminant","john_m","Cervidae","Red Deer","winter","1963","1964","N/A","Ferns/Lycopods/Horsetails","0.2","proportion",NA,"meta-analysis","N/A",NA,"multiple","multiple","multiple","multiple","Börringe, Vomb, Hunneberg, Leikanger, Hitra, Storås, Tynset, Oppdal, Hitra, Åstfjorden","Norway, Sweden, Finland","boreal forest","Mysterud 2000",NA,NA,NA,NA,NA,NA,NA
"228",6643,6643,"Cervus elaphus","202.5","118","Ruminant","john_m","Cervidae","Red Deer","winter","1963","1964","N/A","Deciduous Browse","24","proportion",NA,"meta-analysis","N/A",NA,"multiple","multiple","multiple","multiple","Börringe, Vomb, Hunneberg, Leikanger, Hitra, Storås, Tynset, Oppdal, Hitra, Åstfjorden","Norway, Sweden, Finland","boreal forest","Mysterud 2000",NA,NA,NA,NA,NA,NA,NA
"229",6644,6644,"Cervus elaphus","202.5","118","Ruminant","john_m","Cervidae","Red Deer","winter","1963","1964","N/A","Coniferous Trees","0.7","proportion",NA,"meta-analysis","N/A",NA,"multiple","multiple","multiple","multiple","Börringe, Vomb, Hunneberg, Leikanger, Hitra, Storås, Tynset, Oppdal, Hitra, Åstfjorden","Norway, Sweden, Finland","boreal forest","Mysterud 2000",NA,NA,NA,NA,NA,NA,NA
"230",6645,6645,"Cervus elaphus","202.5","118","Ruminant","john_m","Cervidae","Red Deer","winter","1963","1964","N/A","Lichens","15.7","proportion",NA,"meta-analysis","N/A",NA,"multiple","multiple","multiple","multiple","Börringe, Vomb, Hunneberg, Leikanger, Hitra, Storås, Tynset, Oppdal, Hitra, Åstfjorden","Norway, Sweden, Finland","boreal forest","Mysterud 2000",NA,NA,NA,NA,NA,NA,NA
"231",6646,6646,"Cervus elaphus","202.5","118","Ruminant","john_m","Cervidae","Red Deer","winter","1963","1964","N/A","Mosses","1.7","proportion",NA,"meta-analysis","N/A",NA,"multiple","multiple","multiple","multiple","Börringe, Vomb, Hunneberg, Leikanger, Hitra, Storås, Tynset, Oppdal, Hitra, Åstfjorden","Norway, Sweden, Finland","boreal forest","Mysterud 2000",NA,NA,NA,NA,NA,NA,NA
"232",6647,6647,"Cervus elaphus","202.5","118","Ruminant","john_m","Cervidae","Red Deer","winter","1963","1964","N/A","Others","0","proportion",NA,"meta-analysis","N/A",NA,"multiple","multiple","multiple","multiple","Börringe, Vomb, Hunneberg, Leikanger, Hitra, Storås, Tynset, Oppdal, Hitra, Åstfjorden","Norway, Sweden, Finland","boreal forest","Mysterud 2000",NA,NA,NA,NA,NA,NA,NA
"233",6648,6648,"Cervus elaphus","202.5","118","Ruminant","john_m","Cervidae","Red Deer","winter","1963","1964","N/A","Graminoids","1.7","proportion",NA,"meta-analysis","N/A",NA,"multiple","multiple","multiple","multiple","Börringe, Vomb, Hunneberg, Leikanger, Hitra, Storås, Tynset, Oppdal, Hitra, Åstfjorden","Norway, Sweden, Finland","boreal forest","Mysterud 2000",NA,NA,NA,NA,NA,NA,NA
"234",6649,6649,"Cervus elaphus","202.5","118","Ruminant","john_m","Cervidae","Red Deer","winter","1963","1964","N/A","Herbs","0.2","proportion",NA,"meta-analysis","N/A",NA,"multiple","multiple","multiple","multiple","Börringe, Vomb, Hunneberg, Leikanger, Hitra, Storås, Tynset, Oppdal, Hitra, Åstfjorden","Norway, Sweden, Finland","boreal forest","Mysterud 2000",NA,NA,NA,NA,NA,NA,NA
"235",6650,6650,"Cervus elaphus","202.5","118","Ruminant","john_m","Cervidae","Red Deer","winter","1963","1964","N/A","Low Shrubs","33.9","proportion",NA,"meta-analysis","N/A",NA,"multiple","multiple","multiple","multiple","Börringe, Vomb, Hunneberg, Leikanger, Hitra, Storås, Tynset, Oppdal, Hitra, Åstfjorden","Norway, Sweden, Finland","boreal forest","Mysterud 2000",NA,NA,NA,NA,NA,NA,NA
"236",6651,6651,"Cervus elaphus","202.5","118","Ruminant","john_m","Cervidae","Red Deer","winter","1963","1964","N/A","Ferns/Lycopods/Horsetails","0","proportion",NA,"meta-analysis","N/A",NA,"multiple","multiple","multiple","multiple","Börringe, Vomb, Hunneberg, Leikanger, Hitra, Storås, Tynset, Oppdal, Hitra, Åstfjorden","Norway, Sweden, Finland","boreal forest","Mysterud 2000",NA,NA,NA,NA,NA,NA,NA
"237",6652,6652,"Cervus elaphus","202.5","118","Ruminant","john_m","Cervidae","Red Deer","winter","1963","1964","N/A","Deciduous Browse","10.6","proportion",NA,"meta-analysis","N/A",NA,"multiple","multiple","multiple","multiple","Börringe, Vomb, Hunneberg, Leikanger, Hitra, Storås, Tynset, Oppdal, Hitra, Åstfjorden","Norway, Sweden, Finland","boreal forest","Mysterud 2000",NA,NA,NA,NA,NA,NA,NA
"238",6653,6653,"Cervus elaphus","202.5","118","Ruminant","john_m","Cervidae","Red Deer","winter","1963","1964","N/A","Coniferous Trees","36.2","proportion",NA,"meta-analysis","N/A",NA,"multiple","multiple","multiple","multiple","Börringe, Vomb, Hunneberg, Leikanger, Hitra, Storås, Tynset, Oppdal, Hitra, Åstfjorden","Norway, Sweden, Finland","boreal forest","Mysterud 2000",NA,NA,NA,NA,NA,NA,NA
"239",6654,6654,"Cervus elaphus","202.5","118","Ruminant","john_m","Cervidae","Red Deer","winter","1963","1964","N/A","Lichens","17.8","proportion",NA,"meta-analysis","N/A",NA,"multiple","multiple","multiple","multiple","Börringe, Vomb, Hunneberg, Leikanger, Hitra, Storås, Tynset, Oppdal, Hitra, Åstfjorden","Norway, Sweden, Finland","boreal forest","Mysterud 2000",NA,NA,NA,NA,NA,NA,NA
"240",6655,6655,"Cervus elaphus","202.5","118","Ruminant","john_m","Cervidae","Red Deer","winter","1963","1964","N/A","Mosses","0.1","proportion",NA,"meta-analysis","N/A",NA,"multiple","multiple","multiple","multiple","Börringe, Vomb, Hunneberg, Leikanger, Hitra, Storås, Tynset, Oppdal, Hitra, Åstfjorden","Norway, Sweden, Finland","boreal forest","Mysterud 2000",NA,NA,NA,NA,NA,NA,NA
"241",6656,6656,"Cervus elaphus","202.5","118","Ruminant","john_m","Cervidae","Red Deer","winter","1963","1964","N/A","Others","0","proportion",NA,"meta-analysis","N/A",NA,"multiple","multiple","multiple","multiple","Börringe, Vomb, Hunneberg, Leikanger, Hitra, Storås, Tynset, Oppdal, Hitra, Åstfjorden","Norway, Sweden, Finland","boreal forest","Mysterud 2000",NA,NA,NA,NA,NA,NA,NA
"242",6657,6657,"Cervus elaphus","202.5","118","Ruminant","john_m","Cervidae","Red Deer","summer","1979","1979","N/A","Graminoids","69.6","proportion",NA,"meta-analysis","N/A",NA,"multiple","multiple","multiple","multiple","Börringe, Vomb, Hunneberg, Leikanger, Hitra, Storås, Tynset, Oppdal, Hitra, Åstfjorden","Norway, Sweden, Finland","boreal forest","Mysterud 2000",NA,NA,NA,NA,NA,NA,NA
"243",6658,6658,"Cervus elaphus","202.5","118","Ruminant","john_m","Cervidae","Red Deer","summer","1979","1979","N/A","Herbs","7.1","proportion",NA,"meta-analysis","N/A",NA,"multiple","multiple","multiple","multiple","Börringe, Vomb, Hunneberg, Leikanger, Hitra, Storås, Tynset, Oppdal, Hitra, Åstfjorden","Norway, Sweden, Finland","boreal forest","Mysterud 2000",NA,NA,NA,NA,NA,NA,NA
"244",6659,6659,"Cervus elaphus","202.5","118","Ruminant","john_m","Cervidae","Red Deer","summer","1979","1979","N/A","Low Shrubs","22","proportion",NA,"meta-analysis","N/A",NA,"multiple","multiple","multiple","multiple","Börringe, Vomb, Hunneberg, Leikanger, Hitra, Storås, Tynset, Oppdal, Hitra, Åstfjorden","Norway, Sweden, Finland","boreal forest","Mysterud 2000",NA,NA,NA,NA,NA,NA,NA
"245",6660,6660,"Cervus elaphus","202.5","118","Ruminant","john_m","Cervidae","Red Deer","summer","1979","1979","N/A","Ferns/Lycopods/Horsetails","0","proportion",NA,"meta-analysis","N/A",NA,"multiple","multiple","multiple","multiple","Börringe, Vomb, Hunneberg, Leikanger, Hitra, Storås, Tynset, Oppdal, Hitra, Åstfjorden","Norway, Sweden, Finland","boreal forest","Mysterud 2000",NA,NA,NA,NA,NA,NA,NA
"246",6661,6661,"Cervus elaphus","202.5","118","Ruminant","john_m","Cervidae","Red Deer","summer","1979","1979","N/A","Deciduous Browse","1","proportion",NA,"meta-analysis","N/A",NA,"multiple","multiple","multiple","multiple","Börringe, Vomb, Hunneberg, Leikanger, Hitra, Storås, Tynset, Oppdal, Hitra, Åstfjorden","Norway, Sweden, Finland","boreal forest","Mysterud 2000",NA,NA,NA,NA,NA,NA,NA
"247",6662,6662,"Cervus elaphus","202.5","118","Ruminant","john_m","Cervidae","Red Deer","summer","1979","1979","N/A","Coniferous Trees","0.5","proportion",NA,"meta-analysis","N/A",NA,"multiple","multiple","multiple","multiple","Börringe, Vomb, Hunneberg, Leikanger, Hitra, Storås, Tynset, Oppdal, Hitra, Åstfjorden","Norway, Sweden, Finland","boreal forest","Mysterud 2000",NA,NA,NA,NA,NA,NA,NA
"248",6663,6663,"Cervus elaphus","202.5","118","Ruminant","john_m","Cervidae","Red Deer","summer","1979","1979","N/A","Lichens","0","proportion",NA,"meta-analysis","N/A",NA,"multiple","multiple","multiple","multiple","Börringe, Vomb, Hunneberg, Leikanger, Hitra, Storås, Tynset, Oppdal, Hitra, Åstfjorden","Norway, Sweden, Finland","boreal forest","Mysterud 2000",NA,NA,NA,NA,NA,NA,NA
"249",6664,6664,"Cervus elaphus","202.5","118","Ruminant","john_m","Cervidae","Red Deer","summer","1979","1979","N/A","Mosses","0","proportion",NA,"meta-analysis","N/A",NA,"multiple","multiple","multiple","multiple","Börringe, Vomb, Hunneberg, Leikanger, Hitra, Storås, Tynset, Oppdal, Hitra, Åstfjorden","Norway, Sweden, Finland","boreal forest","Mysterud 2000",NA,NA,NA,NA,NA,NA,NA
"250",6665,6665,"Cervus elaphus","202.5","118","Ruminant","john_m","Cervidae","Red Deer","summer","1979","1979","N/A","Others","0","proportion",NA,"meta-analysis","N/A",NA,"multiple","multiple","multiple","multiple","Börringe, Vomb, Hunneberg, Leikanger, Hitra, Storås, Tynset, Oppdal, Hitra, Åstfjorden","Norway, Sweden, Finland","boreal forest","Mysterud 2000",NA,NA,NA,NA,NA,NA,NA
"251",6666,6666,"Cervus elaphus","202.5","118","Ruminant","john_m","Cervidae","Red Deer","summer","1986?","1986?","N/A","Graminoids","55.5","proportion",NA,"meta-analysis","N/A",NA,"multiple","multiple","multiple","multiple","Börringe, Vomb, Hunneberg, Leikanger, Hitra, Storås, Tynset, Oppdal, Hitra, Åstfjorden","Norway, Sweden, Finland","boreal forest","Mysterud 2000",NA,NA,NA,NA,NA,NA,NA
"252",6667,6667,"Cervus elaphus","202.5","118","Ruminant","john_m","Cervidae","Red Deer","summer","1986?","1986?","N/A","Herbs","29.9","proportion",NA,"meta-analysis","N/A",NA,"multiple","multiple","multiple","multiple","Börringe, Vomb, Hunneberg, Leikanger, Hitra, Storås, Tynset, Oppdal, Hitra, Åstfjorden","Norway, Sweden, Finland","boreal forest","Mysterud 2000",NA,NA,NA,NA,NA,NA,NA
"253",6668,6668,"Cervus elaphus","202.5","118","Ruminant","john_m","Cervidae","Red Deer","summer","1986?","1986?","N/A","Low Shrubs","14.6","proportion",NA,"meta-analysis","N/A",NA,"multiple","multiple","multiple","multiple","Börringe, Vomb, Hunneberg, Leikanger, Hitra, Storås, Tynset, Oppdal, Hitra, Åstfjorden","Norway, Sweden, Finland","boreal forest","Mysterud 2000",NA,NA,NA,NA,NA,NA,NA
"254",6669,6669,"Cervus elaphus","202.5","118","Ruminant","john_m","Cervidae","Red Deer","summer","1986?","1986?","N/A","Ferns/Lycopods/Horsetails","0","proportion",NA,"meta-analysis","N/A",NA,"multiple","multiple","multiple","multiple","Börringe, Vomb, Hunneberg, Leikanger, Hitra, Storås, Tynset, Oppdal, Hitra, Åstfjorden","Norway, Sweden, Finland","boreal forest","Mysterud 2000",NA,NA,NA,NA,NA,NA,NA
"255",6670,6670,"Cervus elaphus","202.5","118","Ruminant","john_m","Cervidae","Red Deer","summer","1986?","1986?","N/A","Deciduous Browse","0","proportion",NA,"meta-analysis","N/A",NA,"multiple","multiple","multiple","multiple","Börringe, Vomb, Hunneberg, Leikanger, Hitra, Storås, Tynset, Oppdal, Hitra, Åstfjorden","Norway, Sweden, Finland","boreal forest","Mysterud 2000",NA,NA,NA,NA,NA,NA,NA
"256",6671,6671,"Cervus elaphus","202.5","118","Ruminant","john_m","Cervidae","Red Deer","summer","1986?","1986?","N/A","Coniferous Trees","0","proportion",NA,"meta-analysis","N/A",NA,"multiple","multiple","multiple","multiple","Börringe, Vomb, Hunneberg, Leikanger, Hitra, Storås, Tynset, Oppdal, Hitra, Åstfjorden","Norway, Sweden, Finland","boreal forest","Mysterud 2000",NA,NA,NA,NA,NA,NA,NA
