"","...1","x1","ungulate_latin_name","avg_species_weight_kg","avg_species_shoulder_height_cm","ruminant_non_ruminant","researcher","ungulate_family","ungulate_common_name","binned_season","year_started","year_ended","plant_reported_family","plant_reported_name","percent_contribution_to_diet","data_type","binned_units","binned_method","total_sample_size","binned_total_sample_size_units","latitude_1","longitude_1","latitude_2","longitude_2","reported_study_site_location","country","biome","citation_abrv","latitude_1_decimal","longitude_1_decimal","latitude_2_decimal","longitude_2_decimal","latitude_average","longitude_average","point_type"
"1637",28376,28376,"Odocoileus hemionus columbianus",NA,NA,NA,"melissa_c","Cervidae","black-tailed deer","winter","1962","1962",NA,"Alnus rubra","12","frequency",NA,"feeding site examination","2",NA,NA,NA,NA,NA,"Tillamook Burn of northwest Oregon","United States","temperate forest","Crouch (1966)",NA,NA,NA,NA,NA,NA,NA
"1638",28377,28377,"Odocoileus hemionus columbianus",NA,NA,NA,"melissa_c","Cervidae","black-tailed deer","winter","1962","1962",NA,"Corylus californica","36","frequency",NA,"feeding site examination","2",NA,NA,NA,NA,NA,"Tillamook Burn of northwest Oregon","United States","temperate forest","Crouch (1966)",NA,NA,NA,NA,NA,NA,NA
"1639",28378,28378,"Odocoileus hemionus columbianus",NA,NA,NA,"melissa_c","Cervidae","black-tailed deer","winter","1962","1962",NA,"Vaccinium parvifolium","100","frequency",NA,"feeding site examination","2",NA,NA,NA,NA,NA,"Tillamook Burn of northwest Oregon","United States","temperate forest","Crouch (1966)",NA,NA,NA,NA,NA,NA,NA
"1640",28379,28379,"Odocoileus hemionus columbianus",NA,NA,NA,"melissa_c","Cervidae","black-tailed deer","winter","1962","1962",NA,"Rhamnus purshiana","95","frequency",NA,"feeding site examination","2",NA,NA,NA,NA,NA,"Tillamook Burn of northwest Oregon","United States","temperate forest","Crouch (1966)",NA,NA,NA,NA,NA,NA,NA
"1641",28380,28380,"Odocoileus hemionus columbianus",NA,NA,NA,"melissa_c","Cervidae","black-tailed deer","winter","1962","1962",NA,"Acer circinatum","0","frequency",NA,"feeding site examination","2",NA,NA,NA,NA,NA,"Tillamook Burn of northwest Oregon","United States","temperate forest","Crouch (1966)",NA,NA,NA,NA,NA,NA,NA
"1642",28381,28381,"Odocoileus hemionus columbianus",NA,NA,NA,"melissa_c","Cervidae","black-tailed deer","winter","1962","1962",NA,"Douglas fir","73","frequency",NA,"feeding site examination","2",NA,NA,NA,NA,NA,"Tillamook Burn of northwest Oregon","United States","temperate forest","Crouch (1966)",NA,NA,NA,NA,NA,NA,NA
"1643",28382,28382,"Odocoileus hemionus columbianus",NA,NA,NA,"melissa_c","Cervidae","black-tailed deer","winter","1963","1963",NA,"Blackberry","75","frequency",NA,"feeding site examination","2",NA,NA,NA,NA,NA,"Tillamook Burn of northwest Oregon","United States","temperate forest","Crouch (1966)",NA,NA,NA,NA,NA,NA,NA
"1644",28383,28383,"Odocoileus hemionus columbianus",NA,NA,NA,"melissa_c","Cervidae","black-tailed deer","winter","1963","1963",NA,"Gaultheria shallon","94","frequency",NA,"feeding site examination","2",NA,NA,NA,NA,NA,"Tillamook Burn of northwest Oregon","United States","temperate forest","Crouch (1966)",NA,NA,NA,NA,NA,NA,NA
"1645",28384,28384,"Odocoileus hemionus columbianus",NA,NA,NA,"melissa_c","Cervidae","black-tailed deer","winter","1963","1963",NA,"Alnus rubra","0","frequency",NA,"feeding site examination","2",NA,NA,NA,NA,NA,"Tillamook Burn of northwest Oregon","United States","temperate forest","Crouch (1966)",NA,NA,NA,NA,NA,NA,NA
"1646",28385,28385,"Odocoileus hemionus columbianus",NA,NA,NA,"melissa_c","Cervidae","black-tailed deer","winter","1963","1963",NA,"Corylus californica","6","frequency",NA,"feeding site examination","2",NA,NA,NA,NA,NA,"Tillamook Burn of northwest Oregon","United States","temperate forest","Crouch (1966)",NA,NA,NA,NA,NA,NA,NA
"1647",28386,28386,"Odocoileus hemionus columbianus",NA,NA,NA,"melissa_c","Cervidae","black-tailed deer","winter","1963","1963",NA,"Vaccinium parvifolium","60","frequency",NA,"feeding site examination","2",NA,NA,NA,NA,NA,"Tillamook Burn of northwest Oregon","United States","temperate forest","Crouch (1966)",NA,NA,NA,NA,NA,NA,NA
"1648",28387,28387,"Odocoileus hemionus columbianus",NA,NA,NA,"melissa_c","Cervidae","black-tailed deer","winter","1963","1963",NA,"Rhamnus purshiana","79","frequency",NA,"feeding site examination","2",NA,NA,NA,NA,NA,"Tillamook Burn of northwest Oregon","United States","temperate forest","Crouch (1966)",NA,NA,NA,NA,NA,NA,NA
"1649",28388,28388,"Odocoileus hemionus columbianus",NA,NA,NA,"melissa_c","Cervidae","black-tailed deer","winter","1963","1963",NA,"Acer circinatum","0","frequency",NA,"feeding site examination","2",NA,NA,NA,NA,NA,"Tillamook Burn of northwest Oregon","United States","temperate forest","Crouch (1966)",NA,NA,NA,NA,NA,NA,NA
"1650",28389,28389,"Odocoileus hemionus columbianus",NA,NA,NA,"melissa_c","Cervidae","black-tailed deer","winter","1963","1963",NA,"Douglas fir (19-36 in)","53","frequency",NA,"feeding site examination","2",NA,NA,NA,NA,NA,"Tillamook Burn of northwest Oregon","United States","temperate forest","Crouch (1966)",NA,NA,NA,NA,NA,NA,NA
"1651",28390,28390,"Odocoileus hemionus columbianus",NA,NA,NA,"melissa_c","Cervidae","black-tailed deer","winter","1963","1963",NA,"Douglas fir (5 in)","26","frequency",NA,"feeding site examination","2",NA,NA,NA,NA,NA,"Tillamook Burn of northwest Oregon","United States","temperate forest","Crouch (1966)",NA,NA,NA,NA,NA,NA,NA
"1652",28391,28391,NA,NA,NA,NA,"melissa_c",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1653",28392,28392,NA,NA,NA,NA,"melissa_c",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1654",28393,28393,"Odocoileus hemionus crooki mearns",NA,NA,NA,"melissa_c","Cervidae","Desert mule deer","winter","1980","1980","Forbs","Forbs","31.3","proportion",NA,"fecal microhistology","45",NA,NA,NA,NA,NA,"Belmont Mountains","United States","desert","Krausman et al. (1997)",NA,NA,NA,NA,NA,NA,NA
"1655",28394,28394,"Odocoileus hemionus crooki mearns",NA,NA,NA,"melissa_c","Cervidae","Desert mule deer","winter","1980","1980",NA,"Astragalus spp.","0.5","frequency",NA,"fecal microhistology","45",NA,NA,NA,NA,NA,"Belmont Mountains","United States","desert","Krausman et al. (1997)",NA,NA,NA,NA,NA,NA,NA
"1656",28395,28395,"Odocoileus hemionus crooki mearns",NA,NA,NA,"melissa_c","Cervidae","Desert mule deer","winter","1980","1980",NA,"Boraginaceae spp.","6.9","frequency",NA,"fecal microhistology","45",NA,NA,NA,NA,NA,"Belmont Mountains","United States","desert","Krausman et al. (1997)",NA,NA,NA,NA,NA,NA,NA
"1657",28396,28396,"Odocoileus hemionus crooki mearns",NA,NA,NA,"melissa_c","Cervidae","Desert mule deer","winter","1980","1980",NA,"Eriastrum spp.","4.7","frequency",NA,"fecal microhistology","45",NA,NA,NA,NA,NA,"Belmont Mountains","United States","desert","Krausman et al. (1997)",NA,NA,NA,NA,NA,NA,NA
"1658",28397,28397,"Odocoileus hemionus crooki mearns",NA,NA,NA,"melissa_c","Cervidae","Desert mule deer","winter","1980","1980",NA,"Eriodum spp.","5.7","frequency",NA,"fecal microhistology","45",NA,NA,NA,NA,NA,"Belmont Mountains","United States","desert","Krausman et al. (1997)",NA,NA,NA,NA,NA,NA,NA
"1659",28398,28398,"Odocoileus hemionus crooki mearns",NA,NA,NA,"melissa_c","Cervidae","Desert mule deer","winter","1980","1980",NA,"Lotus spp.","0.2","frequency",NA,"fecal microhistology","45",NA,NA,NA,NA,NA,"Belmont Mountains","United States","desert","Krausman et al. (1997)",NA,NA,NA,NA,NA,NA,NA
"1660",28399,28399,"Odocoileus hemionus crooki mearns",NA,NA,NA,"melissa_c","Cervidae","Desert mule deer","winter","1980","1980",NA,"Lupinus spp.","0.6","frequency",NA,"fecal microhistology","45",NA,NA,NA,NA,NA,"Belmont Mountains","United States","desert","Krausman et al. (1997)",NA,NA,NA,NA,NA,NA,NA
"1661",28400,28400,"Odocoileus hemionus crooki mearns",NA,NA,NA,"melissa_c","Cervidae","Desert mule deer","winter","1980","1980",NA,"Perityle emory","0.3","frequency",NA,"fecal microhistology","45",NA,NA,NA,NA,NA,"Belmont Mountains","United States","desert","Krausman et al. (1997)",NA,NA,NA,NA,NA,NA,NA
"1662",28401,28401,"Odocoileus hemionus crooki mearns",NA,NA,NA,"melissa_c","Cervidae","Desert mule deer","winter","1980","1980",NA,"Plantago purs","11.7","frequency",NA,"fecal microhistology","45",NA,NA,NA,NA,NA,"Belmont Mountains","United States","desert","Krausman et al. (1997)",NA,NA,NA,NA,NA,NA,NA
"1663",28402,28402,"Odocoileus hemionus crooki mearns",NA,NA,NA,"melissa_c","Cervidae","Desert mule deer","winter","1980","1980",NA,"Trixis californica","0.7","frequency",NA,"fecal microhistology","45",NA,NA,NA,NA,NA,"Belmont Mountains","United States","desert","Krausman et al. (1997)",NA,NA,NA,NA,NA,NA,NA
"1664",28403,28403,"Odocoileus hemionus crooki mearns",NA,NA,NA,"melissa_c","Cervidae","Desert mule deer","winter","1980","1980","Grass","Grass","5.7","proportion",NA,"fecal microhistology","45",NA,NA,NA,NA,NA,"Belmont Mountains","United States","desert","Krausman et al. (1997)",NA,NA,NA,NA,NA,NA,NA
"1665",28404,28404,"Odocoileus hemionus crooki mearns",NA,NA,NA,"melissa_c","Cervidae","Desert mule deer","winter","1980","1980",NA,"Poa bigelovii","1","frequency",NA,"fecal microhistology","45",NA,NA,NA,NA,NA,"Belmont Mountains","United States","desert","Krausman et al. (1997)",NA,NA,NA,NA,NA,NA,NA
"1666",28405,28405,"Odocoileus hemionus crooki mearns",NA,NA,NA,"melissa_c","Cervidae","Desert mule deer","winter","1980","1980",NA,"Schismus barbatus","4.7","frequency",NA,"fecal microhistology","45",NA,NA,NA,NA,NA,"Belmont Mountains","United States","desert","Krausman et al. (1997)",NA,NA,NA,NA,NA,NA,NA
"1667",28406,28406,"Odocoileus hemionus crooki mearns",NA,NA,NA,"melissa_c","Cervidae","Desert mule deer","winter","1980","1980","Browse","Browse","57.8","proportion",NA,"fecal microhistology","45",NA,NA,NA,NA,NA,"Belmont Mountains","United States","desert","Krausman et al. (1997)",NA,NA,NA,NA,NA,NA,NA
"1668",28407,28407,"Odocoileus hemionus crooki mearns",NA,NA,NA,"melissa_c","Cervidae","Desert mule deer","winter","1980","1980",NA,"Acacia constricta","0.4","frequency",NA,"fecal microhistology","45",NA,NA,NA,NA,NA,"Belmont Mountains","United States","desert","Krausman et al. (1997)",NA,NA,NA,NA,NA,NA,NA
"1669",28408,28408,"Odocoileus hemionus crooki mearns",NA,NA,NA,"melissa_c","Cervidae","Desert mule deer","winter","1980","1980",NA,"Ambrosia spp.","0.3","frequency",NA,"fecal microhistology","45",NA,NA,NA,NA,NA,"Belmont Mountains","United States","desert","Krausman et al. (1997)",NA,NA,NA,NA,NA,NA,NA
"1670",28409,28409,"Odocoileus hemionus crooki mearns",NA,NA,NA,"melissa_c","Cervidae","Desert mule deer","winter","1980","1980",NA,"Ambrosia dumosa","0.3","frequency",NA,"fecal microhistology","45",NA,NA,NA,NA,NA,"Belmont Mountains","United States","desert","Krausman et al. (1997)",NA,NA,NA,NA,NA,NA,NA
"1671",28410,28410,"Odocoileus hemionus crooki mearns",NA,NA,NA,"melissa_c","Cervidae","Desert mule deer","winter","1980","1980",NA,"Argythamnia spp.","0.7","frequency",NA,"fecal microhistology","45",NA,NA,NA,NA,NA,"Belmont Mountains","United States","desert","Krausman et al. (1997)",NA,NA,NA,NA,NA,NA,NA
"1672",28411,28411,"Odocoileus hemionus crooki mearns",NA,NA,NA,"melissa_c","Cervidae","Desert mule deer","winter","1980","1980",NA,"Cercidium floridum","3.3","frequency",NA,"fecal microhistology","45",NA,NA,NA,NA,NA,"Belmont Mountains","United States","desert","Krausman et al. (1997)",NA,NA,NA,NA,NA,NA,NA
"1673",28412,28412,"Odocoileus hemionus crooki mearns",NA,NA,NA,"melissa_c","Cervidae","Desert mule deer","winter","1980","1980",NA,"Encelia farinosa","0.7","frequency",NA,"fecal microhistology","45",NA,NA,NA,NA,NA,"Belmont Mountains","United States","desert","Krausman et al. (1997)",NA,NA,NA,NA,NA,NA,NA
"1674",28413,28413,"Odocoileus hemionus crooki mearns",NA,NA,NA,"melissa_c","Cervidae","Desert mule deer","winter","1980","1980",NA,"Eriogonum trichopes","0.4","frequency",NA,"fecal microhistology","45",NA,NA,NA,NA,NA,"Belmont Mountains","United States","desert","Krausman et al. (1997)",NA,NA,NA,NA,NA,NA,NA
"1675",28414,28414,"Odocoileus hemionus crooki mearns",NA,NA,NA,"melissa_c","Cervidae","Desert mule deer","winter","1980","1980",NA,"Hibiscus denudatus","5.4","frequency",NA,"fecal microhistology","45",NA,NA,NA,NA,NA,"Belmont Mountains","United States","desert","Krausman et al. (1997)",NA,NA,NA,NA,NA,NA,NA
"1676",28415,28415,"Odocoileus hemionus crooki mearns",NA,NA,NA,"melissa_c","Cervidae","Desert mule deer","winter","1980","1980",NA,"Hyptis emoryi","1.5","frequency",NA,"fecal microhistology","45",NA,NA,NA,NA,NA,"Belmont Mountains","United States","desert","Krausman et al. (1997)",NA,NA,NA,NA,NA,NA,NA
"1677",28416,28416,"Odocoileus hemionus crooki mearns",NA,NA,NA,"melissa_c","Cervidae","Desert mule deer","winter","1980","1980",NA,"Larrea tridentata","0.3","frequency",NA,"fecal microhistology","45",NA,NA,NA,NA,NA,"Belmont Mountains","United States","desert","Krausman et al. (1997)",NA,NA,NA,NA,NA,NA,NA
"1678",28417,28417,"Odocoileus hemionus crooki mearns",NA,NA,NA,"melissa_c","Cervidae","Desert mule deer","winter","1980","1980",NA,"Olneya tesota","37.3","frequency",NA,"fecal microhistology","45",NA,NA,NA,NA,NA,"Belmont Mountains","United States","desert","Krausman et al. (1997)",NA,NA,NA,NA,NA,NA,NA
"1679",28418,28418,"Odocoileus hemionus crooki mearns",NA,NA,NA,"melissa_c","Cervidae","Desert mule deer","winter","1980","1980",NA,"Prosopis glandulosa","0.2","frequency",NA,"fecal microhistology","45",NA,NA,NA,NA,NA,"Belmont Mountains","United States","desert","Krausman et al. (1997)",NA,NA,NA,NA,NA,NA,NA
"1680",28419,28419,"Odocoileus hemionus crooki mearns",NA,NA,NA,"melissa_c","Cervidae","Desert mule deer","winter","1980","1980",NA,"Simmondsia chinesis","7","frequency",NA,"fecal microhistology","45",NA,NA,NA,NA,NA,"Belmont Mountains","United States","desert","Krausman et al. (1997)",NA,NA,NA,NA,NA,NA,NA
"1681",28420,28420,"Odocoileus hemionus crooki mearns",NA,NA,NA,"melissa_c","Cervidae","Desert mule deer","winter","1980","1980","Succulents","Succulents","1.2","proportion",NA,"fecal microhistology","45",NA,NA,NA,NA,NA,"Belmont Mountains","United States","desert","Krausman et al. (1997)",NA,NA,NA,NA,NA,NA,NA
"1682",28421,28421,"Odocoileus hemionus crooki mearns",NA,NA,NA,"melissa_c","Cervidae","Desert mule deer","winter","1980","1980",NA,"Opuntia spp.","1.2","frequency",NA,"fecal microhistology","45",NA,NA,NA,NA,NA,"Belmont Mountains","United States","desert","Krausman et al. (1997)",NA,NA,NA,NA,NA,NA,NA
"1683",28422,28422,"Odocoileus hemionus crooki mearns",NA,NA,NA,"melissa_c","Cervidae","Desert mule deer","winter","1980","1980",NA,"Unknowns","4","proportion",NA,"fecal microhistology","45",NA,NA,NA,NA,NA,"Belmont Mountains","United States","desert","Krausman et al. (1997)",NA,NA,NA,NA,NA,NA,NA
"1684",28423,28423,"Odocoileus hemionus crooki mearns",NA,NA,NA,"melissa_c","Cervidae","Desert mule deer","spring","1980","1980","Forbs","Forbs","22.4","proportion",NA,"fecal microhistology","45",NA,NA,NA,NA,NA,"Belmont Mountains","United States","desert","Krausman et al. (1997)",NA,NA,NA,NA,NA,NA,NA
"1685",28424,28424,"Odocoileus hemionus crooki mearns",NA,NA,NA,"melissa_c","Cervidae","Desert mule deer","spring","1980","1980",NA,"Boraginaceae spp.","1.5","frequency",NA,"fecal microhistology","45",NA,NA,NA,NA,NA,"Belmont Mountains","United States","desert","Krausman et al. (1997)",NA,NA,NA,NA,NA,NA,NA
"1686",28425,28425,"Odocoileus hemionus crooki mearns",NA,NA,NA,"melissa_c","Cervidae","Desert mule deer","spring","1980","1980",NA,"Eriastrum spp.","0.5","frequency",NA,"fecal microhistology","45",NA,NA,NA,NA,NA,"Belmont Mountains","United States","desert","Krausman et al. (1997)",NA,NA,NA,NA,NA,NA,NA
"1687",28426,28426,"Odocoileus hemionus crooki mearns",NA,NA,NA,"melissa_c","Cervidae","Desert mule deer","spring","1980","1980",NA,"Eriodum spp.","8.2","frequency",NA,"fecal microhistology","45",NA,NA,NA,NA,NA,"Belmont Mountains","United States","desert","Krausman et al. (1997)",NA,NA,NA,NA,NA,NA,NA
"1688",28427,28427,"Odocoileus hemionus crooki mearns",NA,NA,NA,"melissa_c","Cervidae","Desert mule deer","spring","1980","1980",NA,"Eriogonum deflex","0.9","frequency",NA,"fecal microhistology","45",NA,NA,NA,NA,NA,"Belmont Mountains","United States","desert","Krausman et al. (1997)",NA,NA,NA,NA,NA,NA,NA
"1689",28428,28428,"Odocoileus hemionus crooki mearns",NA,NA,NA,"melissa_c","Cervidae","Desert mule deer","spring","1980","1980",NA,"Lotus spp.","1.2","frequency",NA,"fecal microhistology","45",NA,NA,NA,NA,NA,"Belmont Mountains","United States","desert","Krausman et al. (1997)",NA,NA,NA,NA,NA,NA,NA
"1690",28429,28429,"Odocoileus hemionus crooki mearns",NA,NA,NA,"melissa_c","Cervidae","Desert mule deer","spring","1980","1980",NA,"Lupinus spp.","6.6","frequency",NA,"fecal microhistology","45",NA,NA,NA,NA,NA,"Belmont Mountains","United States","desert","Krausman et al. (1997)",NA,NA,NA,NA,NA,NA,NA
"1691",28430,28430,"Odocoileus hemionus crooki mearns",NA,NA,NA,"melissa_c","Cervidae","Desert mule deer","spring","1980","1980",NA,"Perityle emory","1.3","frequency",NA,"fecal microhistology","45",NA,NA,NA,NA,NA,"Belmont Mountains","United States","desert","Krausman et al. (1997)",NA,NA,NA,NA,NA,NA,NA
"1692",28431,28431,"Odocoileus hemionus crooki mearns",NA,NA,NA,"melissa_c","Cervidae","Desert mule deer","spring","1980","1980",NA,"Plantago purs","2.2","frequency",NA,"fecal microhistology","45",NA,NA,NA,NA,NA,"Belmont Mountains","United States","desert","Krausman et al. (1997)",NA,NA,NA,NA,NA,NA,NA
"1693",28432,28432,"Odocoileus hemionus crooki mearns",NA,NA,NA,"melissa_c","Cervidae","Desert mule deer","spring","1980","1980","Grass","Grass","2.3","proportion",NA,"fecal microhistology","45",NA,NA,NA,NA,NA,"Belmont Mountains","United States","desert","Krausman et al. (1997)",NA,NA,NA,NA,NA,NA,NA
"1694",28433,28433,"Odocoileus hemionus crooki mearns",NA,NA,NA,"melissa_c","Cervidae","Desert mule deer","spring","1980","1980",NA,"Festuca octoflora","0.3","frequency",NA,"fecal microhistology","45",NA,NA,NA,NA,NA,"Belmont Mountains","United States","desert","Krausman et al. (1997)",NA,NA,NA,NA,NA,NA,NA
"1695",28434,28434,"Odocoileus hemionus crooki mearns",NA,NA,NA,"melissa_c","Cervidae","Desert mule deer","spring","1980","1980",NA,"Schismus barbatus","2","frequency",NA,"fecal microhistology","45",NA,NA,NA,NA,NA,"Belmont Mountains","United States","desert","Krausman et al. (1997)",NA,NA,NA,NA,NA,NA,NA
"1696",28435,28435,"Odocoileus hemionus crooki mearns",NA,NA,NA,"melissa_c","Cervidae","Desert mule deer","spring","1980","1980","Browse","Browse","74.3","proportion",NA,"fecal microhistology","45",NA,NA,NA,NA,NA,"Belmont Mountains","United States","desert","Krausman et al. (1997)",NA,NA,NA,NA,NA,NA,NA
"1697",28436,28436,"Odocoileus hemionus crooki mearns",NA,NA,NA,"melissa_c","Cervidae","Desert mule deer","spring","1980","1980",NA,"Ambrosia spp.","0.8","frequency",NA,"fecal microhistology","45",NA,NA,NA,NA,NA,"Belmont Mountains","United States","desert","Krausman et al. (1997)",NA,NA,NA,NA,NA,NA,NA
"1698",28437,28437,"Odocoileus hemionus crooki mearns",NA,NA,NA,"melissa_c","Cervidae","Desert mule deer","spring","1980","1980",NA,"Argythamnia spp.","1.1","frequency",NA,"fecal microhistology","45",NA,NA,NA,NA,NA,"Belmont Mountains","United States","desert","Krausman et al. (1997)",NA,NA,NA,NA,NA,NA,NA
"1699",28438,28438,"Odocoileus hemionus crooki mearns",NA,NA,NA,"melissa_c","Cervidae","Desert mule deer","spring","1980","1980",NA,"Cercidium floridum","0.5","frequency",NA,"fecal microhistology","45",NA,NA,NA,NA,NA,"Belmont Mountains","United States","desert","Krausman et al. (1997)",NA,NA,NA,NA,NA,NA,NA
"1700",28439,28439,"Odocoileus hemionus crooki mearns",NA,NA,NA,"melissa_c","Cervidae","Desert mule deer","spring","1980","1980",NA,"Eriogonum trichopes","0.5","frequency",NA,"fecal microhistology","45",NA,NA,NA,NA,NA,"Belmont Mountains","United States","desert","Krausman et al. (1997)",NA,NA,NA,NA,NA,NA,NA
"1701",28440,28440,"Odocoileus hemionus crooki mearns",NA,NA,NA,"melissa_c","Cervidae","Desert mule deer","spring","1980","1980",NA,"Hibiscus denudatus","0.2","frequency",NA,"fecal microhistology","45",NA,NA,NA,NA,NA,"Belmont Mountains","United States","desert","Krausman et al. (1997)",NA,NA,NA,NA,NA,NA,NA
"1702",28441,28441,"Odocoileus hemionus crooki mearns",NA,NA,NA,"melissa_c","Cervidae","Desert mule deer","spring","1980","1980",NA,"Krameria grayi","23","frequency",NA,"fecal microhistology","45",NA,NA,NA,NA,NA,"Belmont Mountains","United States","desert","Krausman et al. (1997)",NA,NA,NA,NA,NA,NA,NA
"1703",28442,28442,"Odocoileus hemionus crooki mearns",NA,NA,NA,"melissa_c","Cervidae","Desert mule deer","spring","1980","1980",NA,"Olneya tesota","15.1","frequency",NA,"fecal microhistology","45",NA,NA,NA,NA,NA,"Belmont Mountains","United States","desert","Krausman et al. (1997)",NA,NA,NA,NA,NA,NA,NA
"1704",28443,28443,"Odocoileus hemionus crooki mearns",NA,NA,NA,"melissa_c","Cervidae","Desert mule deer","spring","1980","1980",NA,"Simmondsia chinesis","33.1","frequency",NA,"fecal microhistology","45",NA,NA,NA,NA,NA,"Belmont Mountains","United States","desert","Krausman et al. (1997)",NA,NA,NA,NA,NA,NA,NA
"1705",28444,28444,"Odocoileus hemionus crooki mearns",NA,NA,NA,"melissa_c","Cervidae","Desert mule deer","spring","1980","1980","Succulents","Succulents","0.8","proportion",NA,"fecal microhistology","45",NA,NA,NA,NA,NA,"Belmont Mountains","United States","desert","Krausman et al. (1997)",NA,NA,NA,NA,NA,NA,NA
"1706",28445,28445,"Odocoileus hemionus crooki mearns",NA,NA,NA,"melissa_c","Cervidae","Desert mule deer","spring","1980","1980",NA,"Opuntia spp.","0.8","frequency",NA,"fecal microhistology","45",NA,NA,NA,NA,NA,"Belmont Mountains","United States","desert","Krausman et al. (1997)",NA,NA,NA,NA,NA,NA,NA
"1707",28446,28446,"Odocoileus hemionus crooki mearns",NA,NA,NA,"melissa_c","Cervidae","Desert mule deer","spring","1980","1980",NA,"Unknowns","0.2","proportion",NA,"fecal microhistology","45",NA,NA,NA,NA,NA,"Belmont Mountains","United States","desert","Krausman et al. (1997)",NA,NA,NA,NA,NA,NA,NA
"1708",28447,28447,"Odocoileus hemionus crooki mearns",NA,NA,NA,"melissa_c","Cervidae","Desert mule deer","summer","1980","1980","Forbs","Forbs","39.4","proportion",NA,"fecal microhistology","45",NA,NA,NA,NA,NA,"Belmont Mountains","United States","desert","Krausman et al. (1997)",NA,NA,NA,NA,NA,NA,NA
"1709",28448,28448,"Odocoileus hemionus crooki mearns",NA,NA,NA,"melissa_c","Cervidae","Desert mule deer","summer","1980","1980",NA,"Eriogonum spp.","3.2","frequency",NA,"fecal microhistology","45",NA,NA,NA,NA,NA,"Belmont Mountains","United States","desert","Krausman et al. (1997)",NA,NA,NA,NA,NA,NA,NA
"1710",28449,28449,"Odocoileus hemionus crooki mearns",NA,NA,NA,"melissa_c","Cervidae","Desert mule deer","summer","1980","1980",NA,"Lupinus spp.","35.9","frequency",NA,"fecal microhistology","45",NA,NA,NA,NA,NA,"Belmont Mountains","United States","desert","Krausman et al. (1997)",NA,NA,NA,NA,NA,NA,NA
"1711",28450,28450,"Odocoileus hemionus crooki mearns",NA,NA,NA,"melissa_c","Cervidae","Desert mule deer","summer","1980","1980",NA,"Menodora spp.","0.3","frequency",NA,"fecal microhistology","45",NA,NA,NA,NA,NA,"Belmont Mountains","United States","desert","Krausman et al. (1997)",NA,NA,NA,NA,NA,NA,NA
"1712",28451,28451,"Odocoileus hemionus crooki mearns",NA,NA,NA,"melissa_c","Cervidae","Desert mule deer","summer","1980","1980","Browse","Browse","59.5","proportion",NA,"fecal microhistology","45",NA,NA,NA,NA,NA,"Belmont Mountains","United States","desert","Krausman et al. (1997)",NA,NA,NA,NA,NA,NA,NA
"1713",28452,28452,"Odocoileus hemionus crooki mearns",NA,NA,NA,"melissa_c","Cervidae","Desert mule deer","summer","1980","1980",NA,"Ambrosia spp.","0.6","frequency",NA,"fecal microhistology","45",NA,NA,NA,NA,NA,"Belmont Mountains","United States","desert","Krausman et al. (1997)",NA,NA,NA,NA,NA,NA,NA
"1714",28453,28453,"Odocoileus hemionus crooki mearns",NA,NA,NA,"melissa_c","Cervidae","Desert mule deer","summer","1980","1980",NA,"Argythamnia spp.","2.1","frequency",NA,"fecal microhistology","45",NA,NA,NA,NA,NA,"Belmont Mountains","United States","desert","Krausman et al. (1997)",NA,NA,NA,NA,NA,NA,NA
"1715",28454,28454,"Odocoileus hemionus crooki mearns",NA,NA,NA,"melissa_c","Cervidae","Desert mule deer","summer","1980","1980",NA,"Cercidium floridum","3.3","frequency",NA,"fecal microhistology","45",NA,NA,NA,NA,NA,"Belmont Mountains","United States","desert","Krausman et al. (1997)",NA,NA,NA,NA,NA,NA,NA
"1716",28455,28455,"Odocoileus hemionus crooki mearns",NA,NA,NA,"melissa_c","Cervidae","Desert mule deer","summer","1980","1980",NA,"Hibiscus denudatus","0.8","frequency",NA,"fecal microhistology","45",NA,NA,NA,NA,NA,"Belmont Mountains","United States","desert","Krausman et al. (1997)",NA,NA,NA,NA,NA,NA,NA
"1717",28456,28456,"Odocoileus hemionus crooki mearns",NA,NA,NA,"melissa_c","Cervidae","Desert mule deer","summer","1980","1980",NA,"Hyptis emoryi","6.1","frequency",NA,"fecal microhistology","45",NA,NA,NA,NA,NA,"Belmont Mountains","United States","desert","Krausman et al. (1997)",NA,NA,NA,NA,NA,NA,NA
"1718",28457,28457,"Odocoileus hemionus crooki mearns",NA,NA,NA,"melissa_c","Cervidae","Desert mule deer","summer","1980","1980",NA,"Janusia gracilis","8","frequency",NA,"fecal microhistology","45",NA,NA,NA,NA,NA,"Belmont Mountains","United States","desert","Krausman et al. (1997)",NA,NA,NA,NA,NA,NA,NA
"1719",28458,28458,"Odocoileus hemionus crooki mearns",NA,NA,NA,"melissa_c","Cervidae","Desert mule deer","summer","1980","1980",NA,"Krameria grayi","5.4","frequency",NA,"fecal microhistology","45",NA,NA,NA,NA,NA,"Belmont Mountains","United States","desert","Krausman et al. (1997)",NA,NA,NA,NA,NA,NA,NA
